"State","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"NC","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.946","","01/01/2013","12/31/2013"
"ND","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.167","","01/01/2013","12/31/2013"
"NE","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.632","","01/01/2013","12/31/2013"
"NH","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.434","","01/01/2013","12/31/2013"
"NJ","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.131","","01/01/2013","12/31/2013"
"NM","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.300","","01/01/2013","12/31/2013"
"NV","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.793","","01/01/2013","12/31/2013"
"NY","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.024","","01/01/2013","12/31/2013"
"OH","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.842","","01/01/2013","12/31/2013"
"OK","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.043","","01/01/2013","12/31/2013"
"OR","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.611","","01/01/2013","12/31/2013"
"PA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.077","","01/01/2013","12/31/2013"
"PR","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.142","","01/01/2013","12/31/2013"
"RI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.942","","01/01/2013","12/31/2013"
"SC","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.937","","01/01/2013","12/31/2013"
"SD","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.723","","01/01/2013","12/31/2013"
"TN","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.176","","01/01/2013","12/31/2013"
"TX","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.867","","01/01/2013","12/31/2013"
"UT","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.598","","01/01/2013","12/31/2013"
"VA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.868","","01/01/2013","12/31/2013"
"VI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","4.072","","01/01/2013","12/31/2013"
"VT","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.273","","01/01/2013","12/31/2013"
"WA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.784","","01/01/2013","12/31/2013"
"WI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.529","","01/01/2013","12/31/2013"
"WV","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.926","","01/01/2013","12/31/2013"
"WY","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.704","","01/01/2013","12/31/2013"
"AK","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.733","","01/01/2013","12/31/2013"
"AL","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.599","","01/01/2013","12/31/2013"
"AR","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.413","","01/01/2013","12/31/2013"
"AS","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2013","12/31/2013"
"AZ","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.138","","01/01/2013","12/31/2013"
"CA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.798","","01/01/2013","12/31/2013"
"CO","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.951","","01/01/2013","12/31/2013"
"CT","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.941","","01/01/2013","12/31/2013"
"DC","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.967","","01/01/2013","12/31/2013"
"DE","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.571","","01/01/2013","12/31/2013"
"FL","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.203","","01/01/2013","12/31/2013"
"GA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.167","","01/01/2013","12/31/2013"
"GU","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2013","12/31/2013"
"HI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.899","","01/01/2013","12/31/2013"
"IA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.603","","01/01/2013","12/31/2013"
"ID","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.889","","01/01/2013","12/31/2013"
"IL","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.790","","01/01/2013","12/31/2013"
"IN","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.943","","01/01/2013","12/31/2013"
"KS","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.648","","01/01/2013","12/31/2013"
"KY","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.439","","01/01/2013","12/31/2013"
"LA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.446","","01/01/2013","12/31/2013"
"MA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.697","","01/01/2013","12/31/2013"
"MD","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.265","","01/01/2013","12/31/2013"
"ME","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.055","","01/01/2013","12/31/2013"
"MI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.111","","01/01/2013","12/31/2013"
"MN","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.618","","01/01/2013","12/31/2013"
"MO","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.927","","01/01/2013","12/31/2013"
"MP","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2013","12/31/2013"
"MS","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.330","","01/01/2013","12/31/2013"
"MT","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.935","","01/01/2013","12/31/2013"
"NC","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.053","","01/01/2013","12/31/2013"
"ND","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.687","","01/01/2013","12/31/2013"
"NE","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.872","","01/01/2013","12/31/2013"
"NH","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.743","","01/01/2013","12/31/2013"
"NJ","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.253","","01/01/2013","12/31/2013"
"NM","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.503","","01/01/2013","12/31/2013"
"NV","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.038","","01/01/2013","12/31/2013"
"NY","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.093","","01/01/2013","12/31/2013"
"OH","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.931","","01/01/2013","12/31/2013"
"OK","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.224","","01/01/2013","12/31/2013"
"OR","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.806","","01/01/2013","12/31/2013"
"PA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.169","","01/01/2013","12/31/2013"
"PR","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.511","","01/01/2013","12/31/2013"
"RI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.317","","01/01/2013","12/31/2013"
"SC","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.090","","01/01/2013","12/31/2013"
"SD","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.143","","01/01/2013","12/31/2013"
"TN","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.307","","01/01/2013","12/31/2013"
"TX","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.937","","01/01/2013","12/31/2013"
"UT","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.839","","01/01/2013","12/31/2013"
"VA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.997","","01/01/2013","12/31/2013"
"VI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","9.502","","01/01/2013","12/31/2013"
"VT","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.699","","01/01/2013","12/31/2013"
"WA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.946","","01/01/2013","12/31/2013"
"WI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.677","","01/01/2013","12/31/2013"
"WV","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.150","","01/01/2013","12/31/2013"
"WY","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.802","","01/01/2013","12/31/2013"
"AK","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.025","","01/01/2013","12/31/2013"
"AL","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.261","","01/01/2013","12/31/2013"
"AR","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.954","","01/01/2013","12/31/2013"
"AS","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2013","12/31/2013"
"AZ","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.851","","01/01/2013","12/31/2013"
"CA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.686","","01/01/2013","12/31/2013"
"CO","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.589","","01/01/2013","12/31/2013"
"CT","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.645","","01/01/2013","12/31/2013"
"DC","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.290","","01/01/2013","12/31/2013"
"DE","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.817","","01/01/2013","12/31/2013"
"FL","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.049","","01/01/2013","12/31/2013"
"GA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.938","","01/01/2013","12/31/2013"
"GU","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2013","12/31/2013"
"HI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.347","","01/01/2013","12/31/2013"
"IA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.314","","01/01/2013","12/31/2013"
"ID","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.248","","01/01/2013","12/31/2013"
"IL","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.624","","01/01/2013","12/31/2013"
"IN","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.698","","01/01/2013","12/31/2013"
"KS","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.351","","01/01/2013","12/31/2013"
"KY","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.079","","01/01/2013","12/31/2013"
"LA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.118","","01/01/2013","12/31/2013"
"MA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.499","","01/01/2013","12/31/2013"
"MD","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.500","","01/01/2013","12/31/2013"
"ME","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.446","","01/01/2013","12/31/2013"
"MI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.910","","01/01/2013","12/31/2013"
"MN","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.373","","01/01/2013","12/31/2013"
"MO","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.690","","01/01/2013","12/31/2013"
"MP","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2013","12/31/2013"
"MS","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.942","","01/01/2013","12/31/2013"
"MT","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.205","","01/01/2013","12/31/2013"
"NC","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.848","","01/01/2013","12/31/2013"
"ND","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.775","","01/01/2013","12/31/2013"
"NE","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.445","","01/01/2013","12/31/2013"
"NH","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.231","","01/01/2013","12/31/2013"
"NJ","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.019","","01/01/2013","12/31/2013"
"NM","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.164","","01/01/2013","12/31/2013"
"NV","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.594","","01/01/2013","12/31/2013"
"NY","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.959","","01/01/2013","12/31/2013"
"OH","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.760","","01/01/2013","12/31/2013"
"OK","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.882","","01/01/2013","12/31/2013"
"OR","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.454","","01/01/2013","12/31/2013"
"PA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.990","","01/01/2013","12/31/2013"
"PR","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.017","","01/01/2013","12/31/2013"
"RI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.652","","01/01/2013","12/31/2013"
"SC","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.801","","01/01/2013","12/31/2013"
"SD","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.428","","01/01/2013","12/31/2013"
"TN","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.055","","01/01/2013","12/31/2013"
"TX","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.801","","01/01/2013","12/31/2013"
"UT","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.411","","01/01/2013","12/31/2013"
"VA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.751","","01/01/2013","12/31/2013"
"VI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.322","","01/01/2013","12/31/2013"
"VT","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.074","","01/01/2013","12/31/2013"
"WA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.644","","01/01/2013","12/31/2013"
"WI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.407","","01/01/2013","12/31/2013"
"WV","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.735","","01/01/2013","12/31/2013"
"WY","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.192","","01/01/2013","12/31/2013"
"AK","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.690","","01/01/2013","12/31/2013"
"AL","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.661","","01/01/2013","12/31/2013"
"AR","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.646","","01/01/2013","12/31/2013"
"AS","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2013","12/31/2013"
"AZ","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.042","","01/01/2013","12/31/2013"
"CA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.060","","01/01/2013","12/31/2013"
"CO","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.021","","01/01/2013","12/31/2013"
"CT","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.037","","01/01/2013","12/31/2013"
"DC","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.887","","01/01/2013","12/31/2013"
"DE","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.076","","01/01/2013","12/31/2013"
"FL","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.900","","01/01/2013","12/31/2013"
"GA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.837","","01/01/2013","12/31/2013"
"GU","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2013","12/31/2013"
"HI","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.676","","01/01/2013","12/31/2013"
"IA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.785","","01/01/2013","12/31/2013"
"ID","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.652","","01/01/2013","12/31/2013"
"IL","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.914","","01/01/2013","12/31/2013"
"IN","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.918","","01/01/2013","12/31/2013"
"KS","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.925","","01/01/2013","12/31/2013"
"KY","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.959","","01/01/2013","12/31/2013"
"LA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.647","","01/01/2013","12/31/2013"
"MA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.018","","01/01/2013","12/31/2013"
"MD","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.153","","01/01/2013","12/31/2013"
"ME","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.542","","01/01/2013","12/31/2013"
"MI","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.930","","01/01/2013","12/31/2013"
"MN","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.845","","01/01/2013","12/31/2013"
"MO","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.865","","01/01/2013","12/31/2013"
"MP","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2013","12/31/2013"
"MS","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.604","","01/01/2013","12/31/2013"
"MT","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.855","","01/01/2013","12/31/2013"
"NC","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.861","","01/01/2013","12/31/2013"
"ND","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.833","","01/01/2013","12/31/2013"
"NE","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.634","","01/01/2013","12/31/2013"
"NH","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.829","","01/01/2013","12/31/2013"
"NJ","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.044","","01/01/2013","12/31/2013"
"NM","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.109","","01/01/2013","12/31/2013"
"NV","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.173","","01/01/2013","12/31/2013"
"NY","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.974","","01/01/2013","12/31/2013"
"OH","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.942","","01/01/2013","12/31/2013"
"OK","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.901","","01/01/2013","12/31/2013"
"OR","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.772","","01/01/2013","12/31/2013"
"PA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.959","","01/01/2013","12/31/2013"
"PR","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.368","","01/01/2013","12/31/2013"
"RI","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.187","","01/01/2013","12/31/2013"
"SC","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.749","","01/01/2013","12/31/2013"
"SD","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.706","","01/01/2013","12/31/2013"
"TN","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.783","","01/01/2013","12/31/2013"
"TX","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.810","","01/01/2013","12/31/2013"
"UT","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.791","","01/01/2013","12/31/2013"
"VA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.006","","01/01/2013","12/31/2013"
"VI","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.499","","01/01/2013","12/31/2013"
"VT","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.588","","01/01/2013","12/31/2013"
"WA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.938","","01/01/2013","12/31/2013"
"WI","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.899","","01/01/2013","12/31/2013"
"WV","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.016","","01/01/2013","12/31/2013"
"WY","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.816","","01/01/2013","12/31/2013"
"AK","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.841","","01/01/2013","12/31/2013"
"AL","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.698","","01/01/2013","12/31/2013"
"AR","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.701","","01/01/2013","12/31/2013"
"AS","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2013","12/31/2013"
"AZ","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.087","","01/01/2013","12/31/2013"
"CA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.081","","01/01/2013","12/31/2013"
"CO","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.081","","01/01/2013","12/31/2013"
"CT","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.091","","01/01/2013","12/31/2013"
"DC","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.975","","01/01/2013","12/31/2013"
"DE","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.192","","01/01/2013","12/31/2013"
"FL","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.922","","01/01/2013","12/31/2013"
"GA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.871","","01/01/2013","12/31/2013"
"GU","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2013","12/31/2013"
"HI","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.769","","01/01/2013","12/31/2013"
"IA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.841","","01/01/2013","12/31/2013"
"ID","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.750","","01/01/2013","12/31/2013"
"IL","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.942","","01/01/2013","12/31/2013"
"IN","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.958","","01/01/2013","12/31/2013"
"KS","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.991","","01/01/2013","12/31/2013"
"KY","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.006","","01/01/2013","12/31/2013"
"LA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.688","","01/01/2013","12/31/2013"
"MA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.058","","01/01/2013","12/31/2013"
"MD","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.212","","01/01/2013","12/31/2013"
"ME","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.617","","01/01/2013","12/31/2013"
"MI","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.960","","01/01/2013","12/31/2013"
"MN","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.890","","01/01/2013","12/31/2013"
"MO","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.904","","01/01/2013","12/31/2013"
"MP","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2013","12/31/2013"
"MS","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.651","","01/01/2013","12/31/2013"
"MT","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.979","","01/01/2013","12/31/2013"
"NC","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.894","","01/01/2013","12/31/2013"
