Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,MSPB-1 Performance Rate,MSPB-1 Achievement Points,MSPB-1 Improvement Points,MSPB-1 Measure Score
"170146","PROVIDENCE MEDICAL CENTER","8929 PARALLEL PARKWAY","Kansas City","KS","66112","WYANDOTTE","0.96138","2 out of 10","3 out of 9","3 out of 10"
"670031","ST LUKE'S PATIENTS MEDICAL CENTER","4600 EAST SAM HOUSTON PARKWAY SOUTH","Pasadena","TX","77505","HARRIS","1.28101","0 out of 10","0 out of 9","0 out of 10"
"110192","EASTSIDE MEDICAL CENTER","1700 MEDICAL WAY","Snellville","GA","30078","GWINNETT","1.03802","0 out of 10","0 out of 9","0 out of 10"
"450833","ENNIS REGIONAL MEDICAL CENTER","2201 WEST LAMPASAS STREET","Ennis","TX","75119","ELLIS","1.11745","0 out of 10","0 out of 9","0 out of 10"
"130006","ST LUKE'S REGIONAL MEDICAL CENTER","190 EAST BANNOCK STREET","Boise","ID","83712","ADA","0.94280","3 out of 10","1 out of 9","3 out of 10"
"100268","WEST BOCA MEDICAL CENTER","21644 STATE RD 7","Boca Raton","FL","33428","PALM BEACH","1.17691","0 out of 10","0 out of 9","0 out of 10"
"110189","FANNIN REGIONAL HOSPITAL","2855 OLD HIGHWAY 5 NORTH","Blue Ridge","GA","30513","FANNIN","0.96590","2 out of 10","0 out of 9","2 out of 10"
"380033","SACRED HEART UNIVERSITY DISTRICT","1255 HILYARD STREET","Eugene","OR","97401","LANE","0.83495","9 out of 10","7 out of 9","9 out of 10"
"110031","SPALDING REGIONAL HOSPITAL","601 SOUTH 8TH STREET","Griffin","GA","30223","SPALDING","1.02818","0 out of 10","0 out of 9","0 out of 10"
"280061","REGIONAL WEST MEDICAL CENTER","4021 AVE B","Scottsbluff","NE","69361","SCOTTS BLUFF","0.96632","2 out of 10","0 out of 9","2 out of 10"
"360348","DUBLIN METHODIST HOSPITAL","7500 HOSPITAL AVENUE","Dublin","OH","43016","FRANKLIN","1.01106","0 out of 10","0 out of 9","0 out of 10"
"140084","VISTA MEDICAL CENTER EAST","1324 NORTH SHERIDAN ROAD","Waukegan","IL","60085","LAKE","1.01907","0 out of 10","1 out of 9","1 out of 10"
"170200","VIA CHRISTI HOSPITAL WICHITA ST TERESA, INC","14800 WEST ST TERESA","Wichita","KS","67235-9602","SEDGWICK","0.95217","2 out of 10","1 out of 9","2 out of 10"
"340098","CAROLINAS MEDICAL  CENTER-PINEVILLE","10628 PARK RD","Charlotte","NC","28210","MECKLENBURG","0.95089","2 out of 10","1 out of 9","2 out of 10"
"340061","UNIVERSITY OF NORTH CAROLINA HOSPITAL","101 MANNING DRIVE","Chapel Hill","NC","27514","ORANGE","0.96716","2 out of 10","0 out of 9","2 out of 10"
"110064","MIDTOWN MEDICAL CENTER","710 CENTER ST BOX 951","Columbus","GA","31901","MUSCOGEE","1.03055","0 out of 10","1 out of 9","1 out of 10"
"390151","CHAMBERSBURG HOSPITAL","112 NORTH SEVENTH STREET","Chambersburg","PA","17201","FRANKLIN","0.92120","4 out of 10","2 out of 9","4 out of 10"
"450005","MEMORIAL HERMANN BAPTIST ORANGE HOSPITAL","608 STRICKLAND DRIVE","Orange","TX","77630","ORANGE","1.14428","0 out of 10","0 out of 9","0 out of 10"
"370019","GREAT PLAINS REGIONAL MEDICAL CENTER","1801 WEST 3RD STREET","Elk City","OK","73644","BECKHAM","0.94236","3 out of 10","1 out of 9","3 out of 10"
"100248","LARGO MEDICAL CENTER","201 14TH ST SW","Largo","FL","33770","PINELLAS","1.12872","0 out of 10","0 out of 9","0 out of 10"
"050727","COMMUNITY HOSPITAL OF LONG BEACH","1720 TERMINO AVENUE","Long Beach","CA","90804","LOS ANGELES","1.16043","0 out of 10","Not Available","0 out of 10"
"100040","ST VINCENT'S MEDICAL CENTER","1 SHIRCLIFF WAY","Jacksonville","FL","32204","DUVAL","1.01634","0 out of 10","1 out of 9","1 out of 10"
"100256","REGIONAL MEDICAL CENTER BAYONET POINT","14000 FIVAY RD","Hudson","FL","34667","PASCO","1.04107","0 out of 10","1 out of 9","1 out of 10"
"140088","THE UNIVERSITY OF CHICAGO MEDICAL CENTER","5841 SOUTH MARYLAND","Chicago","IL","60637","COOK","1.00997","0 out of 10","0 out of 9","0 out of 10"
"150162","FRANCISCAN ST FRANCIS HEALTH - INDIANAPOLIS","8111 S EMERSON AVE","Indianapolis","IN","46237","MARION","1.03523","0 out of 10","0 out of 9","0 out of 10"
"160064","MERCY MEDICAL CENTER-NORTH IOWA","1000 FOURTH STREET SW","Mason City","IA","50401","CERRO GORDO","0.92971","4 out of 10","0 out of 9","4 out of 10"
"190111","WILLIS KNIGHTON MEDICAL CENTER","2600 GREENWOOD ROAD","Shreveport","LA","71103","CADDO","1.08650","0 out of 10","0 out of 9","0 out of 10"
"170191","GREAT BEND REGIONAL HOSPITAL","514 CLEVELAND STREET","Great Bend","KS","67530","BARTON","0.98147","1 out of 10","2 out of 9","2 out of 10"
"450788","CORPUS CHRISTI MEDICAL CENTER,THE","7101 S PADRE ISLAND DR","Corpus Christi","TX","78412","NUECES","0.99460","0 out of 10","0 out of 9","0 out of 10"
"450068","MEMORIAL HERMANN TEXAS MEDICAL CENTER","6411 FANNIN","Houston","TX","77030","HARRIS","1.03229","0 out of 10","0 out of 9","0 out of 10"
"190116","MOREHOUSE GENERAL HOSPITAL","323 W WALNUT","Bastrop","LA","71220","MOREHOUSE","1.15627","0 out of 10","0 out of 9","0 out of 10"
"050127","WOODLAND MEMORIAL HOSPITAL","1325 COTTONWOOD STREET","Woodland","CA","95695","YOLO","1.02568","0 out of 10","0 out of 9","0 out of 10"
"520004","MAYO CLINIC HLTH SYSTEM  FRANCISCAN MED CTR","700 WEST AVENUE SOUTH","La Crosse","WI","54601","LA CROSSE","0.93760","3 out of 10","0 out of 9","3 out of 10"
"020001","PROVIDENCE ALASKA MEDICAL CENTER","BOX 196604","Anchorage","AK","99508","ANCHORAGE","0.89296","6 out of 10","0 out of 9","6 out of 10"
"100267","ENGLEWOOD COMMUNITY HOSPITAL","700 MEDICAL BLVD","Englewood","FL","34223","SARASOTA","0.95598","2 out of 10","3 out of 9","3 out of 10"
"220135","FALMOUTH HOSPITAL","67 & 100 TER HEUN DRIVE","Falmouth","MA","02540","BARNSTABLE","0.98998","0 out of 10","0 out of 9","0 out of 10"
"370014","MEDICAL CENTER OF SOUTHEASTERN OKLAHOMA","1800 UNIVERSITY BOULEVARD","Durant","OK","74702","BRYAN","0.97848","1 out of 10","0 out of 9","1 out of 10"
"230193","MCLAREN LAPEER REGION","1375 N MAIN ST","Lapeer","MI","48446","LAPEER","0.92050","4 out of 10","0 out of 9","4 out of 10"
"180049","BAPTIST HEALTH RICHMOND","801 EASTERN BYPASS","Richmond","KY","40475","MADISON","1.05526","0 out of 10","0 out of 9","0 out of 10"
"240004","HENNEPIN COUNTY MEDICAL CENTER","701 PARK AVENUE","Minneapolis","MN","55415","HENNEPIN","0.93650","3 out of 10","0 out of 9","3 out of 10"
"310052","OCEAN MEDICAL CENTER","425 JACK MARTIN BLVD","Brick","NJ","08724","OCEAN","1.09065","0 out of 10","0 out of 9","0 out of 10"
"500030","PEACEHEALTH ST JOSEPH MEDICAL CENTER","2901 SQUALICUM PARKWAY","Bellingham","WA","98225","WHATCOM","0.90888","5 out of 10","0 out of 9","5 out of 10"
"500027","SWEDISH MEDICAL CENTER","747 BROADWAY","Seattle","WA","98122","KING","0.94022","3 out of 10","0 out of 9","3 out of 10"
"050071","KAISER FOUNDATION HOSPITAL-SANTA CLARA","700 LAWRENCE EXPRESSWAY","Santa Clara","CA","95051","SANTA CLARA","0.83479","9 out of 10","0 out of 9","9 out of 10"
"330019","NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.","2525 KINGS HIGHWAY","Brooklyn","NY","11229","KINGS","1.03163","0 out of 10","0 out of 9","0 out of 10"
"140013","PROCTOR HOSPITAL","5409 N KNOXVILLE AVE","Peoria","IL","61614","PEORIA","0.96158","2 out of 10","0 out of 9","2 out of 10"
"090006","PROVIDENCE HOSPITAL","1150 VARNUM ST NE","Washington","DC","20017","DISTRICT OF COLUMBIA","0.97781","1 out of 10","1 out of 9","1 out of 10"
"420071","SELF REGIONAL HEALTHCARE","1325 SPRING STREET","Greenwood","SC","29646","GREENWOOD","1.00701","0 out of 10","0 out of 9","0 out of 10"
"370056","COMANCHE COUNTY HOSPITAL AUTHORITY","3401 WEST GORE BLVD","Lawton","OK","73505","COMANCHE","0.91849","4 out of 10","1 out of 9","4 out of 10"
"440068","STARR REGIONAL MEDICAL CENTER ATHENS","1114 W MADISON AVE","Athens","TN","37371","MCMINN","1.01531","0 out of 10","0 out of 9","0 out of 10"
"360234","MERCY HEALTH - WEST HOSPITAL","3300 MERCY HEALTH BLVD","Cincinnati","OH","45211","HAMILTON","0.98803","0 out of 10","2 out of 9","2 out of 10"
"440192","HIGHLANDS MEDICAL CENTER","401 SEWELL DR","Sparta","TN","38583","WHITE","0.97193","1 out of 10","1 out of 9","1 out of 10"
"330046","ST LUKE'S ROOSEVELT HOSPITAL","1111 AMSTERDAM AVENUE","New York","NY","10019","NEW YORK","0.98452","1 out of 10","0 out of 9","1 out of 10"
"420054","MARLBORO PARK HOSPITAL","1138 CHERAW HIGHWAY","Bennettsville","SC","29512","MARLBORO","0.91925","4 out of 10","4 out of 9","4 out of 10"
"440187","LIVINGSTON REGIONAL HOSPITAL","315 OAK ST BOX 550","Livingston","TN","38570","OVERTON","0.95542","2 out of 10","3 out of 9","3 out of 10"
"250009","MAGNOLIA REGIONAL HEALTH CENTER","611 ALCORN DRIVE","Corinth","MS","38834","ALCORN","0.99442","0 out of 10","0 out of 9","0 out of 10"
"100018","NAPLES COMMUNITY HOSPITAL","350 7TH ST N","Naples","FL","34102","COLLIER","1.04459","0 out of 10","0 out of 9","0 out of 10"
"390183","ST LUKE'S MINERS MEMORIAL HOSPITAL","360 W RUDDLE STREET","Coaldale","PA","18218","SCHUYLKILL","0.95377","2 out of 10","4 out of 9","4 out of 10"
"140300","PROVIDENT HOSPITAL OF CHICAGO","500 E 51ST ST","Chicago","IL","60615","COOK","0.82715","9 out of 10","0 out of 9","9 out of 10"
"360006","RIVERSIDE METHODIST HOSPITAL","3535 OLENTANGY RIVER RD","Columbus","OH","43214","FRANKLIN","0.99444","0 out of 10","0 out of 9","0 out of 10"
"050586","CHINO VALLEY MEDICAL CENTER","5451 WALNUT AVE","Chino","CA","91710","SAN BERNARDINO","0.89893","5 out of 10","3 out of 9","5 out of 10"
"050195","WASHINGTON HOSPITAL","2000 MOWRY AVE","Fremont","CA","94538","ALAMEDA","0.96095","2 out of 10","0 out of 9","2 out of 10"
"380002","ASANTE THREE RIVERS MEDICAL CENTER","500 SW RAMSEY AVENUE","Grants Pass","OR","97527","JOSEPHINE","0.88991","6 out of 10","0 out of 9","6 out of 10"
"390008","ELLWOOD CITY HOSPITAL","724 PERSHING STREET","Ellwood City","PA","16117","LAWRENCE","0.94673","3 out of 10","0 out of 9","3 out of 10"
"030062","SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER","2200 SHOW LOW LAKE ROAD","Show Low","AZ","859017800","NAVAJO","0.88207","6 out of 10","1 out of 9","6 out of 10"
"370192","NORTHWEST SURGICAL HOSPITAL","9204 NORTH MAY AVENUE","Oklahoma City","OK","73120","OKLAHOMA","0.83332","Not Available","Not Available","Not Available"
"330045","HUNTINGTON HOSPITAL","270 PARK AVENUE","Huntington","NY","11743","SUFFOLK","1.02663","0 out of 10","0 out of 9","0 out of 10"
"430015","AVERA ST MARY'S HOSPITAL","801 E SIOUX","Pierre","SD","57501","HUGHES","0.85759","8 out of 10","0 out of 9","8 out of 10"
"390039","SOMERSET HOSPITAL","225 SOUTH CENTER AVENUE","Somerset","PA","15501","SOMERSET","0.97327","1 out of 10","0 out of 9","1 out of 10"
"270014","ST PATRICK HOSPITAL","500 W BROADWAY","Missoula","MT","59802","MISSOULA","0.90702","5 out of 10","0 out of 9","5 out of 10"
"390146","WARREN GENERAL HOSPITAL","TWO CRESCENT PARK WEST","Warren","PA","16365","WARREN","0.85438","8 out of 10","7 out of 9","8 out of 10"
"520035","AURORA SHEBOYGAN MEM MED CTR","2629 N 7TH ST","Sheboygan","WI","53083","SHEBOYGAN","0.93076","4 out of 10","2 out of 9","4 out of 10"
"490075","DANVILLE REGIONAL MEDICAL CENTER","142 SOUTH MAIN STREET","Danville","VA","24541","DANVILLE CITY","0.99701","0 out of 10","0 out of 9","0 out of 10"
"360019","SUMMA HEALTH SYSTEM BARBERTON HOSPITAL","155 5TH STREET N E","Barberton","OH","44203","SUMMIT","1.03824","0 out of 10","0 out of 9","0 out of 10"
"220084","EMERSON HOSPITAL","OLD ROAD TO 9 ACRE CORNER","Concord","MA","01742","MIDDLESEX","0.97785","1 out of 10","2 out of 9","2 out of 10"
"150047","ST JOSEPH HOSPITAL","700 BROADWAY","Fort Wayne","IN","46802","ALLEN","1.04262","0 out of 10","0 out of 9","0 out of 10"
"450847","MEMORIAL HERMANN KATY HOSPITAL","23900 KATY FREEWAY","Katy","TX","77494","HARRIS","1.03798","0 out of 10","1 out of 9","1 out of 10"
"030010","CARONDELET ST  MARYS HOSPITAL","1601 WEST ST MARY'S ROAD","Tucson","AZ","85745","PIMA","0.95285","2 out of 10","1 out of 9","2 out of 10"
"670085","TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE","10864 TEXAS HEALTH TRAIL","Fort Worth","TX","76244","TARRANT","1.06221","0 out of 10","Not Available","0 out of 10"
"230055","DICKINSON COUNTY MEMORIAL HOSPITAL","1721 S STEPHENSON AVE","Iron Mountain","MI","49801","DICKINSON","0.97657","1 out of 10","0 out of 9","1 out of 10"
"140065","ADVENTIST LA GRANGE MEMORIAL HOSPITAL","5101 S WILLOW SPRINGS RD","La Grange","IL","60525","COOK","1.06444","0 out of 10","0 out of 9","0 out of 10"
"150009","CLARK MEMORIAL HOSPITAL","1220 MISSOURI AVE","Jeffersonville","IN","47130","CLARK","1.00265","0 out of 10","0 out of 9","0 out of 10"
"100209","KENDALL REGIONAL MEDICAL CENTER","11750 BIRD RD","Miami","FL","33175","DADE","1.02966","0 out of 10","0 out of 9","0 out of 10"
"110143","WELLSTAR COBB HOSPITAL","3950 AUSTELL RD","Austell","GA","30106","COBB","0.99790","0 out of 10","0 out of 9","0 out of 10"
"280020","SAINT ELIZABETH REGIONAL MEDICAL CENTER","555 SOUTH 70TH ST","Lincoln","NE","68510","LANCASTER","1.02222","0 out of 10","0 out of 9","0 out of 10"
"510008","BERKELEY MEDICAL CENTER","2500 HOSPITAL DRIVE","Martinsburg","WV","25401","BERKELEY","0.95141","2 out of 10","1 out of 9","2 out of 10"
"100135","TALLAHASSEE MEMORIAL HOSPITAL","1300 MICCOSUKEE RD","Tallahassee","FL","32308","LEON","1.03923","0 out of 10","0 out of 9","0 out of 10"
"510006","UNITED HOSPITAL CENTER","327 MEDICAL PARK DRIVE","Bridgeport","WV","26330","HARRISON","0.93907","3 out of 10","0 out of 9","3 out of 10"
"450754","HAMILTON GENERAL HOSPITAL","400 N BROWN","Hamilton","TX","76531","HAMILTON","0.97547","1 out of 10","0 out of 9","1 out of 10"
"040022","NORTHWEST ARKANSAS HOSPITALS, LLC","609 WEST MAPLE AVENUE","Springdale","AR","72764","WASHINGTON","0.97727","1 out of 10","2 out of 9","2 out of 10"
"450203","WEATHERFORD REGIONAL MEDICAL CENTER","713 E ANDERSON ST","Weatherford","TX","76086","PARKER","1.11844","0 out of 10","0 out of 9","0 out of 10"
"490110","LEWISGALE HOSPITAL MONTGOMERY","3700 SOUTH MAIN STREET","Blacksburg","VA","24060","MONTGOMERY","0.97309","1 out of 10","0 out of 9","1 out of 10"
"150046","TERRE HAUTE REGIONAL HOSPITAL","3901 S SEVENTH ST","Terre Haute","IN","47802","VIGO","1.02596","0 out of 10","2 out of 9","2 out of 10"
"150004","FRANCISCAN ST MARGARET HEALTH - HAMMOND","5454 HOHMAN AVE","Hammond","IN","46320","LAKE","1.07296","0 out of 10","0 out of 9","0 out of 10"
"190003","DAUTERIVE HOSPITAL","600 NORTH LEWIS STREET","New Iberia","LA","70563","IBERIA","1.00222","0 out of 10","2 out of 9","2 out of 10"
"230207","MCLAREN OAKLAND","50 NORTH PERRY","Pontiac","MI","48342","OAKLAND","1.01334","0 out of 10","0 out of 9","0 out of 10"
"050291","SUTTER MEDICAL CENTER OF SANTA ROSA","3325 CHANATE RD","Santa Rosa","CA","95404","SONOMA","0.94788","3 out of 10","1 out of 9","3 out of 10"
"060049","YAMPA VALLEY MEDICAL CENTER","1024 CENTRAL PARK DR","Steamboat Springs","CO","80487","ROUTT","0.92608","4 out of 10","0 out of 9","4 out of 10"
"320022","PLAINS REGIONAL MEDICAL CENTER","2100 N MARTIN LUTHER KING, JR, BLVD","Clovis","NM","88101","CURRY","0.92456","4 out of 10","1 out of 9","4 out of 10"
"230005","EMMA L BIXBY MEDICAL CENTER","818 RIVERSIDE AVENUE","Adrian","MI","49221","LENAWEE","0.91681","4 out of 10","1 out of 9","4 out of 10"
"200019","SOUTHERN MAINE HEALTH CARE","1 MEDICAL CENTER DRIVE","Biddeford","ME","04005","YORK","0.93650","3 out of 10","1 out of 9","3 out of 10"
"200024","CENTRAL MAINE MEDICAL CENTER","300 MAIN STREET","Lewiston","ME","04240","ANDROSCOGGIN","0.95910","2 out of 10","0 out of 9","2 out of 10"
"050125","REGIONAL MEDICAL CENTER OF SAN JOSE","225 N JACKSON AVENUE","San Jose","CA","95116","SANTA CLARA","0.97289","1 out of 10","0 out of 9","1 out of 10"
"440189","REGIONAL HOSPITAL OF JACKSON","367 HOSPITAL BLVD","Jackson","TN","38305","MADISON","0.99456","0 out of 10","0 out of 9","0 out of 10"
"180101","GEORGETOWN COMMUNITY HOSPITAL","1140 LEXINGTON ROAD","Georgetown","KY","40324","SCOTT","0.98454","1 out of 10","0 out of 9","1 out of 10"
"140001","GRAHAM HOSPITAL ASSOCIATION","210 WEST WALNUT STREET","Canton","IL","61520","FULTON","0.98438","1 out of 10","0 out of 9","1 out of 10"
"450184","MEMORIAL HERMANN HOSPITAL SYSTEM","1635  NORTH LOOP WEST","Houston","TX","77008","HARRIS","1.12157","0 out of 10","0 out of 9","0 out of 10"
"390322","BUCKS COUNTY SPECIALTY HOSPITAL","3300 TILLMAN DRIVE","Bensalem","PA","19020","BUCKS","0.84336","9 out of 10","0 out of 9","9 out of 10"
"390324","PHYSICIAN'S CARE SURGICAL HOSPITAL","454 ENTERPRISE DRIVE","Royersford","PA","19468","MONTGOMERY","1.46206","0 out of 10","Not Available","0 out of 10"
"390316","SURGICAL INSTITUTE OF READING","2752 CENTURY BOULEVARD","Wyomissing","PA","19610","BERKS","0.97171","1 out of 10","0 out of 9","1 out of 10"
"150113","COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY","1515 N MADISON AVE","Anderson","IN","46011","MADISON","0.97820","1 out of 10","0 out of 9","1 out of 10"
"010078","NORTHEAST ALABAMA REGIONAL MED CENTER","400 EAST 10TH STREET","Anniston","AL","36207","CALHOUN","0.99238","0 out of 10","0 out of 9","0 out of 10"
"230217","OAKLAWN HOSPITAL","200 N MADISON","Marshall","MI","49068","CALHOUN","0.96050","2 out of 10","0 out of 9","2 out of 10"
"310040","CAREPOINT HEALTH-HOBOKEN UMC","308 WILLOW AVE","Hoboken","NJ","07030","HUDSON","1.07169","0 out of 10","0 out of 9","0 out of 10"
"110095","TIFT REGIONAL MEDICAL CENTER","901 E 18TH STREET","Tifton","GA","31793","TIFT","0.89138","6 out of 10","1 out of 9","6 out of 10"
"220088","NEW ENGLAND BAPTIST HOSPITAL","125 PARKER HILL AVENUE","Boston","MA","02120","SUFFOLK","1.02463","0 out of 10","0 out of 9","0 out of 10"
"150002","METHODIST HOSPITALS INC","600 GRANT ST","Gary","IN","46402","LAKE","1.07787","0 out of 10","0 out of 9","0 out of 10"
"390097","HOLY REDEEMER HOSPITAL AND MEDICAL CENTER","1648 HUNTINGDON PIKE","Meadowbrook","PA","19046","MONTGOMERY","1.06294","0 out of 10","0 out of 9","0 out of 10"
"360048","UNIVERSITY OF TOLEDO MEDICAL CENTER","3000 ARLINGTON AVENUE","Toledo","OH","43699","LUCAS","1.05843","0 out of 10","0 out of 9","0 out of 10"
"410013","WESTERLY HOSPITAL","25 WELLS STREET","Westerly","RI","02891","WASHINGTON","0.94199","3 out of 10","3 out of 9","3 out of 10"
"180009","KING'S DAUGHTERS' MEDICAL CENTER","2201 LEXINGTON AVENUE","Ashland","KY","41101","BOYD","0.96884","1 out of 10","0 out of 9","1 out of 10"
"130066","NORTHWEST SPECIALTY HOSPITAL","1593 EAST POLSTON AVENUE","Post Falls","ID","83854","KOOTENAI","0.88183","6 out of 10","6 out of 9","6 out of 10"
"490018","AUGUSTA HEALTH","78 MEDICAL CENTER DRIVE","Fishersville","VA","22939","AUGUSTA","0.92869","4 out of 10","0 out of 9","4 out of 10"
"150038","INDIANA UNIVERSITY HEALTH MORGAN HOSPITAL INC","2209 JOHN R WOODEN DR","Martinsville","IN","46151","MORGAN","0.95929","2 out of 10","4 out of 9","4 out of 10"
"450865","SETON SOUTHWEST HOSPITAL","7900 FM 1826","Austin","TX","78737","TRAVIS","1.22031","Not Available","Not Available","Not Available"
"070017","MIDSTATE MEDICAL CENTER","435 LEWIS AVE","Meriden","CT","06450","NEW HAVEN","0.98712","0 out of 10","2 out of 9","2 out of 10"
"070020","MIDDLESEX HOSPITAL","28 CRESCENT ST","Middletown","CT","06457","MIDDLESEX","0.99073","0 out of 10","0 out of 9","0 out of 10"
"150023","UNION HOSPITAL INC","1606 N SEVENTH ST","Terre Haute","IN","47804","VIGO","1.00235","0 out of 10","1 out of 9","1 out of 10"
"090003","HOWARD UNIVERSITY HOSPITAL","2041 GEORGIA AVE NW","Washington","DC","20060","DISTRICT OF COLUMBIA","0.92990","4 out of 10","0 out of 9","4 out of 10"
"230093","SPECTRUM HEALTH BIG RAPIDS HOSPITAL","605 OAK STREET","Big Rapids","MI","49307","MECOSTA","0.90373","5 out of 10","0 out of 9","5 out of 10"
"440007","UNITED REGIONAL MEDICAL CENTER","1001 MCARTHUR ST","Manchester","TN","37355","COFFEE","0.94572","3 out of 10","0 out of 9","3 out of 10"
"360058","MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL","800 WEST MAIN STREET","Coldwater","OH","45828","MERCER","1.02703","0 out of 10","0 out of 9","0 out of 10"
"490004","ROCKINGHAM MEMORIAL HOSPITAL","2010 HEALTH CAMPUS DRIVE","Harrisonburg","VA","22801","HARRISONBURG CITY","0.92852","4 out of 10","0 out of 9","4 out of 10"
"460017","BRIGHAM CITY COMMUNITY HOSPITAL","950 SOUTH MEDICAL DRIVE","Brigham City","UT","84302","BOX ELDER","0.99844","0 out of 10","0 out of 9","0 out of 10"
"240040","UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS","750 EAST 34TH ST","Hibbing","MN","55746","ST. LOUIS","0.93821","3 out of 10","0 out of 9","3 out of 10"
"150177","UNITY MEDICAL AND SURGICAL HOSPITAL","4455 EDISON LAKES PKWY","Mishawaka","IN","46545","ST. JOSEPH","2.11713","Not Available","Not Available","Not Available"
"390153","MAIN LINE HOSPITAL PAOLI","255 WEST LANCASTER AVENUE","Paoli","PA","19301","CHESTER","1.05734","0 out of 10","0 out of 9","0 out of 10"
"160024","IOWA LUTHERAN HOSPITAL","700 EAST UNIVERSITY AVENUE","Des Moines","IA","50316","POLK","0.90102","5 out of 10","0 out of 9","5 out of 10"
"320059","NORTHERN NAVAJO MEDICAL CENTER","US HWY 491 NORTH","Shiprock","NM","87420","SAN JUAN","0.79795","10 out of 10","0 out of 9","10 out of 10"
"240084","ESSENTIA HEALTH VIRGINIA","901 9TH STREET NORTH","Virginia","MN","55792","ST. LOUIS","0.89068","6 out of 10","0 out of 9","6 out of 10"
"310092","CAPITAL HEALTH SYSTEM-FULD CAMPUS","750 BRUNSWICK AVE","Trenton","NJ","08638","MERCER","1.11104","0 out of 10","0 out of 9","0 out of 10"
"340158","NOVANT HEALTH BRUNSWICK MEDICAL CENTER","1 MEDICAL CENTER DR  PO BOX 139","Supply","NC","28462","BRUNSWICK","0.92468","4 out of 10","0 out of 9","4 out of 10"
"050394","COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA","147 N BRENT ST","Ventura","CA","93003","VENTURA","0.96071","2 out of 10","0 out of 9","2 out of 10"
"220090","MILFORD REGIONAL MEDICAL CENTER","14 PROSPECT STREET","Milford","MA","01757","WORCESTER","1.02041","0 out of 10","0 out of 9","0 out of 10"
"050225","FEATHER RIVER HOSPITAL","5974 PENTZ ROAD","Paradise","CA","95969","BUTTE","0.89458","6 out of 10","2 out of 9","6 out of 10"
"050523","SUTTER DELTA MEDICAL CENTER","3901 LONE TREE WAY","Antioch","CA","94509","CONTRA COSTA","0.95237","2 out of 10","2 out of 9","2 out of 10"
"430048","SPEARFISH REGIONAL HOSPITAL","1440 N MAIN ST","Spearfish","SD","57783","LAWRENCE","0.94899","3 out of 10","0 out of 9","3 out of 10"
"180117","PARKWAY REGIONAL HOSPITAL","2000 HOLIDAY LANE","Fulton","KY","42041","FULTON","1.08761","0 out of 10","0 out of 9","0 out of 10"
"360020","SUMMA HEALTH SYSTEMS HOSPITALS","525 EAST MARKET STREET","Akron","OH","44309","SUMMIT","1.03709","0 out of 10","0 out of 9","0 out of 10"
"390001","GEISINGER - COMMUNITY MEDICAL CENTER","1822 MULBERRY STREET","Scranton","PA","18510","LACKAWANNA","1.08575","0 out of 10","0 out of 9","0 out of 10"
"450605","CARE REGIONAL MEDICAL CENTER","1711 W WHEELER AVENUE","Aransas Pass","TX","78336","SAN PATRICIO","1.07430","0 out of 10","0 out of 9","0 out of 10"
"050767","KAISER FOUNDATION HOSPITAL - VACAVILLE","1 QUALITY DRIVE","Vacaville","CA","95688","SOLANO","0.80460","10 out of 10","Not Available","10 out of 10"
"360003","UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC","234 GOODMAN STREET","Cincinnati","OH","45267","HAMILTON","0.97879","1 out of 10","1 out of 9","1 out of 10"
"240064","GRAND ITASCA CLINIC AND HOSPITAL","1601 GOLF COURSE ROAD","Grand Rapids","MN","55744","ITASCA","0.89293","6 out of 10","4 out of 9","6 out of 10"
"050747","COASTAL COMMUNITIES HOSPITAL","2701 S BRISTOL ST","Santa Ana","CA","92704","ORANGE","1.16270","0 out of 10","0 out of 9","0 out of 10"
"340085","NOVANT HEALTH THOMASVILLE MEDICAL CENTER","207 OLD LEXINGTON RD BOX 789","Thomasville","NC","28275","DAVIDSON","0.96793","1 out of 10","0 out of 9","1 out of 10"
"110079","GRADY MEMORIAL HOSPITAL","80 JESSE HILL, JR DRIVE SE","Atlanta","GA","30303","FULTON","0.91529","4 out of 10","0 out of 9","4 out of 10"
"330084","ALICE HYDE MEDICAL CENTER","133 PARK STREET","Malone","NY","12953","FRANKLIN","0.85845","8 out of 10","0 out of 9","8 out of 10"
"520136","WHEATON FRANCISCAN ST JOSEPH","5000 W CHAMBERS ST","Milwaukee","WI","53210","MILWAUKEE","0.93373","3 out of 10","1 out of 9","3 out of 10"
"260179","ST LUKES HOSPITAL","232 S WOODS MILL RD","Chesterfield","MO","63017","ST. LOUIS","0.94788","3 out of 10","0 out of 9","3 out of 10"
"050510","KAISER FOUNDATION HOSPITAL","99 MONTECILLO RD","San Rafael","CA","94903","MARIN","0.81701","10 out of 10","0 out of 9","10 out of 10"
