"State","Diagnosis Related Group","Denominator","Footnote","Measure Start Date","Measure End Date"
"VT","Major joint replacement or reattachment of lower extremity w MCC","28","","10/01/2013","09/30/2014"
"WA","Major joint replacement or reattachment of lower extremity w MCC","649","","10/01/2013","09/30/2014"
"WI","Major joint replacement or reattachment of lower extremity w MCC","488","","10/01/2013","09/30/2014"
"WV","Major joint replacement or reattachment of lower extremity w MCC","200","","10/01/2013","09/30/2014"
"WY","Major joint replacement or reattachment of lower extremity w MCC","25","","10/01/2013","09/30/2014"
"AK","Revision of hip or knee replacement w/o CC/MCC","50","","10/01/2013","09/30/2014"
"AL","Revision of hip or knee replacement w/o CC/MCC","325","","10/01/2013","09/30/2014"
"AR","Revision of hip or knee replacement w/o CC/MCC","222","","10/01/2013","09/30/2014"
"AZ","Revision of hip or knee replacement w/o CC/MCC","313","","10/01/2013","09/30/2014"
"CA","Revision of hip or knee replacement w/o CC/MCC","1344","","10/01/2013","09/30/2014"
"CO","Revision of hip or knee replacement w/o CC/MCC","282","","10/01/2013","09/30/2014"
"CT","Revision of hip or knee replacement w/o CC/MCC","176","","10/01/2013","09/30/2014"
"DC","Revision of hip or knee replacement w/o CC/MCC","117","","10/01/2013","09/30/2014"
"DE","Revision of hip or knee replacement w/o CC/MCC","80","","10/01/2013","09/30/2014"
"FL","Revision of hip or knee replacement w/o CC/MCC","1131","","10/01/2013","09/30/2014"
"GA","Revision of hip or knee replacement w/o CC/MCC","525","","10/01/2013","09/30/2014"
"HI","Revision of hip or knee replacement w/o CC/MCC","39","","10/01/2013","09/30/2014"
"IA","Revision of hip or knee replacement w/o CC/MCC","153","","10/01/2013","09/30/2014"
"ID","Revision of hip or knee replacement w/o CC/MCC","121","","10/01/2013","09/30/2014"
"IL","Revision of hip or knee replacement w/o CC/MCC","579","","10/01/2013","09/30/2014"
"IN","Revision of hip or knee replacement w/o CC/MCC","405","","10/01/2013","09/30/2014"
"KS","Revision of hip or knee replacement w/o CC/MCC","177","","10/01/2013","09/30/2014"
"KY","Revision of hip or knee replacement w/o CC/MCC","306","","10/01/2013","09/30/2014"
"LA","Revision of hip or knee replacement w/o CC/MCC","252","","10/01/2013","09/30/2014"
"MA","Revision of hip or knee replacement w/o CC/MCC","353","","10/01/2013","09/30/2014"
"MD","Revision of hip or knee replacement w/o CC/MCC","385","","10/01/2013","09/30/2014"
"ME","Revision of hip or knee replacement w/o CC/MCC","93","","10/01/2013","09/30/2014"
"MI","Revision of hip or knee replacement w/o CC/MCC","638","","10/01/2013","09/30/2014"
"MN","Revision of hip or knee replacement w/o CC/MCC","400","","10/01/2013","09/30/2014"
"MO","Revision of hip or knee replacement w/o CC/MCC","353","","10/01/2013","09/30/2014"
"MS","Revision of hip or knee replacement w/o CC/MCC","203","","10/01/2013","09/30/2014"
"MT","Revision of hip or knee replacement w/o CC/MCC","99","","10/01/2013","09/30/2014"
"NC","Revision of hip or knee replacement w/o CC/MCC","698","","10/01/2013","09/30/2014"
"ND","Revision of hip or knee replacement w/o CC/MCC","50","","10/01/2013","09/30/2014"
"NE","Revision of hip or knee replacement w/o CC/MCC","147","","10/01/2013","09/30/2014"
"NH","Revision of hip or knee replacement w/o CC/MCC","108","","10/01/2013","09/30/2014"
"NJ","Revision of hip or knee replacement w/o CC/MCC","372","","10/01/2013","09/30/2014"
"NM","Revision of hip or knee replacement w/o CC/MCC","67","","10/01/2013","09/30/2014"
"NV","Revision of hip or knee replacement w/o CC/MCC","111","","10/01/2013","09/30/2014"
"NY","Revision of hip or knee replacement w/o CC/MCC","945","","10/01/2013","09/30/2014"
"OH","Revision of hip or knee replacement w/o CC/MCC","546","","10/01/2013","09/30/2014"
"OK","Revision of hip or knee replacement w/o CC/MCC","202","","10/01/2013","09/30/2014"
"OR","Revision of hip or knee replacement w/o CC/MCC","161","","10/01/2013","09/30/2014"
"PA","Revision of hip or knee replacement w/o CC/MCC","843","","10/01/2013","09/30/2014"
"PR","Revision of hip or knee replacement w/o CC/MCC","21","","10/01/2013","09/30/2014"
"RI","Revision of hip or knee replacement w/o CC/MCC","45","","10/01/2013","09/30/2014"
"SC","Revision of hip or knee replacement w/o CC/MCC","316","","10/01/2013","09/30/2014"
"SD","Revision of hip or knee replacement w/o CC/MCC","79","","10/01/2013","09/30/2014"
"TN","Revision of hip or knee replacement w/o CC/MCC","343","","10/01/2013","09/30/2014"
"TX","Revision of hip or knee replacement w/o CC/MCC","984","","10/01/2013","09/30/2014"
"UT","Revision of hip or knee replacement w/o CC/MCC","225","","10/01/2013","09/30/2014"
"VA","Revision of hip or knee replacement w/o CC/MCC","522","","10/01/2013","09/30/2014"
"VI","Revision of hip or knee replacement w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"VT","Revision of hip or knee replacement w/o CC/MCC","34","","10/01/2013","09/30/2014"
"WA","Revision of hip or knee replacement w/o CC/MCC","303","","10/01/2013","09/30/2014"
"WI","Revision of hip or knee replacement w/o CC/MCC","310","","10/01/2013","09/30/2014"
"WV","Revision of hip or knee replacement w/o CC/MCC","93","","10/01/2013","09/30/2014"
"WY","Revision of hip or knee replacement w/o CC/MCC","21","","10/01/2013","09/30/2014"
"AK","Revision of hip or knee replacement w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"AL","Revision of hip or knee replacement w MCC","77","","10/01/2013","09/30/2014"
"AR","Revision of hip or knee replacement w MCC","36","","10/01/2013","09/30/2014"
"AZ","Revision of hip or knee replacement w MCC","81","","10/01/2013","09/30/2014"
"CA","Revision of hip or knee replacement w MCC","336","","10/01/2013","09/30/2014"
"CO","Revision of hip or knee replacement w MCC","60","","10/01/2013","09/30/2014"
"CT","Revision of hip or knee replacement w MCC","48","","10/01/2013","09/30/2014"
"DC","Revision of hip or knee replacement w MCC","11","","10/01/2013","09/30/2014"
"DE","Revision of hip or knee replacement w MCC","18","","10/01/2013","09/30/2014"
"FL","Revision of hip or knee replacement w MCC","314","","10/01/2013","09/30/2014"
"GA","Revision of hip or knee replacement w MCC","108","","10/01/2013","09/30/2014"
"HI","Revision of hip or knee replacement w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"IA","Revision of hip or knee replacement w MCC","58","","10/01/2013","09/30/2014"
"ID","Revision of hip or knee replacement w MCC","19","","10/01/2013","09/30/2014"
"IL","Revision of hip or knee replacement w MCC","180","","10/01/2013","09/30/2014"
"IN","Revision of hip or knee replacement w MCC","93","","10/01/2013","09/30/2014"
"KS","Revision of hip or knee replacement w MCC","43","","10/01/2013","09/30/2014"
"KY","Revision of hip or knee replacement w MCC","90","","10/01/2013","09/30/2014"
"LA","Revision of hip or knee replacement w MCC","53","","10/01/2013","09/30/2014"
"MA","Revision of hip or knee replacement w MCC","99","","10/01/2013","09/30/2014"
"MD","Revision of hip or knee replacement w MCC","77","","10/01/2013","09/30/2014"
"ME","Revision of hip or knee replacement w MCC","15","","10/01/2013","09/30/2014"
"MI","Revision of hip or knee replacement w MCC","178","","10/01/2013","09/30/2014"
"MN","Revision of hip or knee replacement w MCC","89","","10/01/2013","09/30/2014"
"MO","Revision of hip or knee replacement w MCC","97","","10/01/2013","09/30/2014"
"MS","Revision of hip or knee replacement w MCC","28","","10/01/2013","09/30/2014"
"MT","Revision of hip or knee replacement w MCC","14","","10/01/2013","09/30/2014"
"NC","Revision of hip or knee replacement w MCC","145","","10/01/2013","09/30/2014"
"ND","Revision of hip or knee replacement w MCC","15","","10/01/2013","09/30/2014"
"NE","Revision of hip or knee replacement w MCC","23","","10/01/2013","09/30/2014"
"NH","Revision of hip or knee replacement w MCC","17","","10/01/2013","09/30/2014"
"NJ","Revision of hip or knee replacement w MCC","96","","10/01/2013","09/30/2014"
"NM","Revision of hip or knee replacement w MCC","13","","10/01/2013","09/30/2014"
"NV","Revision of hip or knee replacement w MCC","49","","10/01/2013","09/30/2014"
"NY","Revision of hip or knee replacement w MCC","185","","10/01/2013","09/30/2014"
"OH","Revision of hip or knee replacement w MCC","153","","10/01/2013","09/30/2014"
"OK","Revision of hip or knee replacement w MCC","45","","10/01/2013","09/30/2014"
"OR","Revision of hip or knee replacement w MCC","44","","10/01/2013","09/30/2014"
"PA","Revision of hip or knee replacement w MCC","195","","10/01/2013","09/30/2014"
"PR","Revision of hip or knee replacement w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"RI","Revision of hip or knee replacement w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"SC","Revision of hip or knee replacement w MCC","58","","10/01/2013","09/30/2014"
"SD","Revision of hip or knee replacement w MCC","22","","10/01/2013","09/30/2014"
"TN","Revision of hip or knee replacement w MCC","106","","10/01/2013","09/30/2014"
"TX","Revision of hip or knee replacement w MCC","360","","10/01/2013","09/30/2014"
"UT","Revision of hip or knee replacement w MCC","40","","10/01/2013","09/30/2014"
"VA","Revision of hip or knee replacement w MCC","106","","10/01/2013","09/30/2014"
"VT","Revision of hip or knee replacement w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"WA","Revision of hip or knee replacement w MCC","72","","10/01/2013","09/30/2014"
"WI","Revision of hip or knee replacement w MCC","79","","10/01/2013","09/30/2014"
"WV","Revision of hip or knee replacement w MCC","25","","10/01/2013","09/30/2014"
"WY","Revision of hip or knee replacement w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"AK","Revision of hip or knee replacement w CC","37","","10/01/2013","09/30/2014"
"AL","Revision of hip or knee replacement w CC","537","","10/01/2013","09/30/2014"
"AR","Revision of hip or knee replacement w CC","271","","10/01/2013","09/30/2014"
"AZ","Revision of hip or knee replacement w CC","549","","10/01/2013","09/30/2014"
"CA","Revision of hip or knee replacement w CC","1545","","10/01/2013","09/30/2014"
"CO","Revision of hip or knee replacement w CC","345","","10/01/2013","09/30/2014"
"CT","Revision of hip or knee replacement w CC","219","","10/01/2013","09/30/2014"
"DC","Revision of hip or knee replacement w CC","54","","10/01/2013","09/30/2014"
"DE","Revision of hip or knee replacement w CC","88","","10/01/2013","09/30/2014"
"FL","Revision of hip or knee replacement w CC","1756","","10/01/2013","09/30/2014"
"GA","Revision of hip or knee replacement w CC","562","","10/01/2013","09/30/2014"
"HI","Revision of hip or knee replacement w CC","27","","10/01/2013","09/30/2014"
"IA","Revision of hip or knee replacement w CC","327","","10/01/2013","09/30/2014"
"ID","Revision of hip or knee replacement w CC","81","","10/01/2013","09/30/2014"
"IL","Revision of hip or knee replacement w CC","1186","","10/01/2013","09/30/2014"
"IN","Revision of hip or knee replacement w CC","543","","10/01/2013","09/30/2014"
"KS","Revision of hip or knee replacement w CC","372","","10/01/2013","09/30/2014"
"KY","Revision of hip or knee replacement w CC","445","","10/01/2013","09/30/2014"
"LA","Revision of hip or knee replacement w CC","255","","10/01/2013","09/30/2014"
"MA","Revision of hip or knee replacement w CC","432","","10/01/2013","09/30/2014"
"MD","Revision of hip or knee replacement w CC","417","","10/01/2013","09/30/2014"
"ME","Revision of hip or knee replacement w CC","111","","10/01/2013","09/30/2014"
"MI","Revision of hip or knee replacement w CC","897","","10/01/2013","09/30/2014"
"MN","Revision of hip or knee replacement w CC","715","","10/01/2013","09/30/2014"
"MO","Revision of hip or knee replacement w CC","642","","10/01/2013","09/30/2014"
"MS","Revision of hip or knee replacement w CC","170","","10/01/2013","09/30/2014"
"MT","Revision of hip or knee replacement w CC","111","","10/01/2013","09/30/2014"
"NC","Revision of hip or knee replacement w CC","931","","10/01/2013","09/30/2014"
"ND","Revision of hip or knee replacement w CC","113","","10/01/2013","09/30/2014"
"NE","Revision of hip or knee replacement w CC","249","","10/01/2013","09/30/2014"
"NH","Revision of hip or knee replacement w CC","106","","10/01/2013","09/30/2014"
"NJ","Revision of hip or knee replacement w CC","537","","10/01/2013","09/30/2014"
"NM","Revision of hip or knee replacement w CC","57","","10/01/2013","09/30/2014"
"NV","Revision of hip or knee replacement w CC","171","","10/01/2013","09/30/2014"
"NY","Revision of hip or knee replacement w CC","918","","10/01/2013","09/30/2014"
"OH","Revision of hip or knee replacement w CC","965","","10/01/2013","09/30/2014"
"OK","Revision of hip or knee replacement w CC","447","","10/01/2013","09/30/2014"
"OR","Revision of hip or knee replacement w CC","192","","10/01/2013","09/30/2014"
"PA","Revision of hip or knee replacement w CC","1100","","10/01/2013","09/30/2014"
"PR","Revision of hip or knee replacement w CC","13","","10/01/2013","09/30/2014"
"RI","Revision of hip or knee replacement w CC","36","","10/01/2013","09/30/2014"
"SC","Revision of hip or knee replacement w CC","345","","10/01/2013","09/30/2014"
"SD","Revision of hip or knee replacement w CC","137","","10/01/2013","09/30/2014"
"TN","Revision of hip or knee replacement w CC","644","","10/01/2013","09/30/2014"
"TX","Revision of hip or knee replacement w CC","1704","","10/01/2013","09/30/2014"
"UT","Revision of hip or knee replacement w CC","201","","10/01/2013","09/30/2014"
"VA","Revision of hip or knee replacement w CC","620","","10/01/2013","09/30/2014"
"VT","Revision of hip or knee replacement w CC","28","","10/01/2013","09/30/2014"
"WA","Revision of hip or knee replacement w CC","513","","10/01/2013","09/30/2014"
"WI","Revision of hip or knee replacement w CC","528","","10/01/2013","09/30/2014"
"WV","Revision of hip or knee replacement w CC","92","","10/01/2013","09/30/2014"
"WY","Revision of hip or knee replacement w CC","24","","10/01/2013","09/30/2014"
"AK","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"AL","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","37","","10/01/2013","09/30/2014"
"AR","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","37","","10/01/2013","09/30/2014"
"AZ","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","35","","10/01/2013","09/30/2014"
"CA","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","250","","10/01/2013","09/30/2014"
"CO","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","34","","10/01/2013","09/30/2014"
"CT","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","28","","10/01/2013","09/30/2014"
"DC","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"DE","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","22","","10/01/2013","09/30/2014"
"FL","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","417","","10/01/2013","09/30/2014"
"GA","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","76","","10/01/2013","09/30/2014"
"HI","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"IA","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","15","","10/01/2013","09/30/2014"
"ID","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"IL","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","151","","10/01/2013","09/30/2014"
"IN","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","85","","10/01/2013","09/30/2014"
"KS","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","26","","10/01/2013","09/30/2014"
"KY","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","66","","10/01/2013","09/30/2014"
"LA","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","41","","10/01/2013","09/30/2014"
"MA","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","113","","10/01/2013","09/30/2014"
"MD","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","31","","10/01/2013","09/30/2014"
"ME","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"MI","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","130","","10/01/2013","09/30/2014"
"MN","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"MO","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","83","","10/01/2013","09/30/2014"
"MS","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","39","","10/01/2013","09/30/2014"
"MT","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"NC","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","59","","10/01/2013","09/30/2014"
"ND","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"NE","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","12","","10/01/2013","09/30/2014"
"NH","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","14","","10/01/2013","09/30/2014"
"NJ","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","82","","10/01/2013","09/30/2014"
"NM","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","24","","10/01/2013","09/30/2014"
"NV","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"NY","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","195","","10/01/2013","09/30/2014"
"OH","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","148","","10/01/2013","09/30/2014"
"OK","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","31","","10/01/2013","09/30/2014"
"OR","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","16","","10/01/2013","09/30/2014"
"PA","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","130","","10/01/2013","09/30/2014"
"PR","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"RI","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"SC","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","31","","10/01/2013","09/30/2014"
"SD","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"TN","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","90","","10/01/2013","09/30/2014"
"TX","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","202","","10/01/2013","09/30/2014"
"UT","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"VA","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","78","","10/01/2013","09/30/2014"
"VI","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"VT","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"WA","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","21","","10/01/2013","09/30/2014"
"WI","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","18","","10/01/2013","09/30/2014"
"WV","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","22","","10/01/2013","09/30/2014"
"WY","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"AK","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"AL","Biopsies of musculoskeletal system and connective tissue w MCC","49","","10/01/2013","09/30/2014"
"AR","Biopsies of musculoskeletal system and connective tissue w MCC","23","","10/01/2013","09/30/2014"
"AZ","Biopsies of musculoskeletal system and connective tissue w MCC","31","","10/01/2013","09/30/2014"
"CA","Biopsies of musculoskeletal system and connective tissue w MCC","201","","10/01/2013","09/30/2014"
"CO","Biopsies of musculoskeletal system and connective tissue w MCC","36","","10/01/2013","09/30/2014"
"CT","Biopsies of musculoskeletal system and connective tissue w MCC","36","","10/01/2013","09/30/2014"
"DC","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"DE","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"FL","Biopsies of musculoskeletal system and connective tissue w MCC","246","","10/01/2013","09/30/2014"
"GA","Biopsies of musculoskeletal system and connective tissue w MCC","83","","10/01/2013","09/30/2014"
"HI","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"IA","Biopsies of musculoskeletal system and connective tissue w MCC","12","","10/01/2013","09/30/2014"
"ID","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"IL","Biopsies of musculoskeletal system and connective tissue w MCC","125","","10/01/2013","09/30/2014"
"IN","Biopsies of musculoskeletal system and connective tissue w MCC","58","","10/01/2013","09/30/2014"
"KS","Biopsies of musculoskeletal system and connective tissue w MCC","18","","10/01/2013","09/30/2014"
"KY","Biopsies of musculoskeletal system and connective tissue w MCC","54","","10/01/2013","09/30/2014"
"LA","Biopsies of musculoskeletal system and connective tissue w MCC","37","","10/01/2013","09/30/2014"
"MA","Biopsies of musculoskeletal system and connective tissue w MCC","81","","10/01/2013","09/30/2014"
"MD","Biopsies of musculoskeletal system and connective tissue w MCC","33","","10/01/2013","09/30/2014"
"ME","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"MI","Biopsies of musculoskeletal system and connective tissue w MCC","133","","10/01/2013","09/30/2014"
"MN","Biopsies of musculoskeletal system and connective tissue w MCC","22","","10/01/2013","09/30/2014"
"MO","Biopsies of musculoskeletal system and connective tissue w MCC","86","","10/01/2013","09/30/2014"
"MS","Biopsies of musculoskeletal system and connective tissue w MCC","38","","10/01/2013","09/30/2014"
"MT","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"NC","Biopsies of musculoskeletal system and connective tissue w MCC","84","","10/01/2013","09/30/2014"
"ND","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"NE","Biopsies of musculoskeletal system and connective tissue w MCC","21","","10/01/2013","09/30/2014"
"NH","Biopsies of musculoskeletal system and connective tissue w MCC","11","","10/01/2013","09/30/2014"
"NJ","Biopsies of musculoskeletal system and connective tissue w MCC","63","","10/01/2013","09/30/2014"
"NM","Biopsies of musculoskeletal system and connective tissue w MCC","15","","10/01/2013","09/30/2014"
"NV","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"NY","Biopsies of musculoskeletal system and connective tissue w MCC","159","","10/01/2013","09/30/2014"
"OH","Biopsies of musculoskeletal system and connective tissue w MCC","125","","10/01/2013","09/30/2014"
"OK","Biopsies of musculoskeletal system and connective tissue w MCC","23","","10/01/2013","09/30/2014"
"OR","Biopsies of musculoskeletal system and connective tissue w MCC","25","","10/01/2013","09/30/2014"
"PA","Biopsies of musculoskeletal system and connective tissue w MCC","125","","10/01/2013","09/30/2014"
"PR","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"RI","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"SC","Biopsies of musculoskeletal system and connective tissue w MCC","39","","10/01/2013","09/30/2014"
"SD","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"TN","Biopsies of musculoskeletal system and connective tissue w MCC","73","","10/01/2013","09/30/2014"
"TX","Biopsies of musculoskeletal system and connective tissue w MCC","248","","10/01/2013","09/30/2014"
"UT","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"VA","Biopsies of musculoskeletal system and connective tissue w MCC","86","","10/01/2013","09/30/2014"
"VT","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"WA","Biopsies of musculoskeletal system and connective tissue w MCC","28","","10/01/2013","09/30/2014"
"WI","Biopsies of musculoskeletal system and connective tissue w MCC","26","","10/01/2013","09/30/2014"
"WV","Biopsies of musculoskeletal system and connective tissue w MCC","11","","10/01/2013","09/30/2014"
"WY","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"AK","Biopsies of musculoskeletal system and connective tissue w CC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"AL","Biopsies of musculoskeletal system and connective tissue w CC","95","","10/01/2013","09/30/2014"
"AR","Biopsies of musculoskeletal system and connective tissue w CC","93","","10/01/2013","09/30/2014"
"AZ","Biopsies of musculoskeletal system and connective tissue w CC","102","","10/01/2013","09/30/2014"
"CA","Biopsies of musculoskeletal system and connective tissue w CC","509","","10/01/2013","09/30/2014"
"CO","Biopsies of musculoskeletal system and connective tissue w CC","78","","10/01/2013","09/30/2014"
"CT","Biopsies of musculoskeletal system and connective tissue w CC","78","","10/01/2013","09/30/2014"
"DC","Biopsies of musculoskeletal system and connective tissue w CC","15","","10/01/2013","09/30/2014"
"DE","Biopsies of musculoskeletal system and connective tissue w CC","41","","10/01/2013","09/30/2014"
"FL","Biopsies of musculoskeletal system and connective tissue w CC","845","","10/01/2013","09/30/2014"
"GA","Biopsies of musculoskeletal system and connective tissue w CC","166","","10/01/2013","09/30/2014"
"HI","Biopsies of musculoskeletal system and connective tissue w CC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"IA","Biopsies of musculoskeletal system and connective tissue w CC","39","","10/01/2013","09/30/2014"
"ID","Biopsies of musculoskeletal system and connective tissue w CC","18","","10/01/2013","09/30/2014"
"IL","Biopsies of musculoskeletal system and connective tissue w CC","424","","10/01/2013","09/30/2014"
"IN","Biopsies of musculoskeletal system and connective tissue w CC","154","","10/01/2013","09/30/2014"
"KS","Biopsies of musculoskeletal system and connective tissue w CC","73","","10/01/2013","09/30/2014"
"KY","Biopsies of musculoskeletal system and connective tissue w CC","141","","10/01/2013","09/30/2014"
"LA","Biopsies of musculoskeletal system and connective tissue w CC","95","","10/01/2013","09/30/2014"
"MA","Biopsies of musculoskeletal system and connective tissue w CC","215","","10/01/2013","09/30/2014"
"MD","Biopsies of musculoskeletal system and connective tissue w CC","103","","10/01/2013","09/30/2014"
"ME","Biopsies of musculoskeletal system and connective tissue w CC","29","","10/01/2013","09/30/2014"
"MI","Biopsies of musculoskeletal system and connective tissue w CC","323","","10/01/2013","09/30/2014"
"MN","Biopsies of musculoskeletal system and connective tissue w CC","50","","10/01/2013","09/30/2014"
"MO","Biopsies of musculoskeletal system and connective tissue w CC","183","","10/01/2013","09/30/2014"
"MS","Biopsies of musculoskeletal system and connective tissue w CC","99","","10/01/2013","09/30/2014"
"MT","Biopsies of musculoskeletal system and connective tissue w CC","30","","10/01/2013","09/30/2014"
"NC","Biopsies of musculoskeletal system and connective tissue w CC","205","","10/01/2013","09/30/2014"
"ND","Biopsies of musculoskeletal system and connective tissue w CC","13","","10/01/2013","09/30/2014"
"NE","Biopsies of musculoskeletal system and connective tissue w CC","50","","10/01/2013","09/30/2014"
