"Provider ID","Hospital Name","Address","City","State","ZIP Code","County Name","Phone Number","Measure Name","Measure ID","Compared to National","Denominator","Payment","Lower Estimate","Higher Estimate","Footnote","Measure Start Date","Measure End Date"
"391306","ENDLESS MOUNTAINS HEALTH SYSTEMS","100 HOSPITAL DRIVE","MONTROSE","PA","18801","SUSQUEHANNA","5702783801","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"391307","TYRONE HOSPITAL","221 HOSPITAL DRIVE","TYRONE","PA","16686","BLAIR","8146841255","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","31","21920","18639","25544","","07/01/2010","06/30/2013"
"391308","CORRY MEMORIAL HOSPITAL","965 SHAMROCK LANE","CORRY","PA","16407","ERIE","8146644641","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"391309","BARNES-KASSON COUNTY HOSPITAL","2872 TURNPIKE STREET","SUSQUEHANNA","PA","18847","SUSQUEHANNA","5708533135","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"391311","MID-VALLEY HOSPITAL","1400 MAIN STREET","PECKVILLE","PA","18452","LACKAWANNA","5703835000","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"391312","PENN HIGHLANDS BROOKVILLE","100 HOSPITAL ROAD","BROOKVILLE","PA","15825","JEFFERSON","8148492312","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","29","20955","18000","24332","","07/01/2010","06/30/2013"
"391313","CHARLES COLE MEMORIAL HOSPITAL","1001 EAST SECOND STREET","COUDERSPORT","PA","16915","POTTER","8142749301","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"393302","CHILDREN'S HOSPITAL OF PITTSBURGH OF UPMC","4401 PENN AVENUE","PITTSBURGH","PA","15224","ALLEGHENY","4126925325","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"393303","CHILDREN'S HOSPITAL OF PHILADELPHIA","34TH ST & CIVIC CENTER BLVD","PHILADELPHIA","PA","19104","PHILADELPHIA","2155903745","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"400001","PRESBYTERIAN COMMUNITY HOSP","1451 ASHFORD AVENUE","SAN JUAN","PR","00907","SAN JUAN","7877212160","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","32","18066","15661","21013","","07/01/2010","06/30/2013"
"400003","HOSPITAL METROPOLITANO DR PILA","2435 LAS AMERICAS AVE","PONCE","PR","00733","PONCE","7878485600","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"400004","ASOCIACION HOSPITAL DEL MAESTRO, INC","SERGIO CUEVAS BUSTAMANTE STREET 550","SAN JUAN","PR","00936","SAN JUAN","7877586420","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","30","17127","14815","19806","","07/01/2010","06/30/2013"
"400005","HIMA SAN PABLO HUMACAO","CALLE FONT MARTELO #3","HUMACAO","PR","00791","HUMACAO","7878522424","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"400006","DOCTORS' CENTER HOSPITAL SAN JUAN","PDA. 20 C/ SAN RAFAEL # 1395","FERNANDEZ JUNCOS","PR","00909","SAN JUAN","7877232950","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"400007","RYDER MEMORIAL HOSPITAL INC","355 AVE FONT MARTELO","HUMACAO","PR","00791","HUMACAO","7878520768","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","43","16257","14093","18748","","07/01/2010","06/30/2013"
"400009","SANTA ROSA CLINIC","AVE. LOS VETERANOS #3 KM 135 7 EXIT TO ARROYO","GUAYAMA","PR","00785","GUAYANILLA","7878640101","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"400010","HOSPITAL GENERAL DE CASTA?ER","CARR 135 KM 64 2","CASTANER","PR","00631","LARES","7878295010","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"400011","HOSPITAL ORIENTE","300 FONT MARTELLO STREET","HUMACAO","PR","00792","HUMACAO","7878520505","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"400012","HOSPITAL ONCOLOGICO DR ISAAC GONZALEZ MARTINEZ","BO. MONACILLOS CARR 22 CENTRO MEDICO DE PUERTO RIC","SAN JUAN","PR","00935","SAN JUAN","7877634149","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"400013","HOSPITAL MENONITA DE CAYEY","BO. RINCON SECTOR LAS LOMAS  KM.3.1 CARR 14","CAYEY","PR","00737","CAYEY","7875351001","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","25","17654","15176","20686","","07/01/2010","06/30/2013"
"400014","BELLA VISTA HOSPITAL","CARR 349 KM 2 7 CERRO LAS MESAS","MAYAGUEZ","PR","00681","MAYAGUEZ","7876526045","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"400015","SAN JUAN MUNICIPAL HOSPITAL","BARRIO MONACILLOS,CENTRO MEDICO","RIO PIEDRAS","PR","00936","SAN JUAN","7877568535","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"400016","AUXILIO MUTUO HOSPITAL","PONCE DE LEON AVENUE STOP 36 1/2 #735","HATO REY","PR","00918","SAN JUAN","7877582000","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","87","17762","15862","19737","","07/01/2010","06/30/2013"
"400018","MENNONITE GENERAL HOSPITAL INC","CALLE JOSE C VASQUEZ BO. CAONILLAS","AIBONITO","PR","00705","AIBONITO","7875351001","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"400019","HOSPITAL PAVIA SANTURCE","CALLE PROFESOR AUGUSTO RODRIGUEZ #1462","FERNANDEZ JUNCOS","PR","00910","SAN JUAN","7877276060","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","66","17880","15862","20209","","07/01/2010","06/30/2013"
"400021","HOSPITAL DE LA CONCEPCION","ROAD NUMBER 2 KM 173.4","SAN GERMAN","PR","00683","SAN GERMAN","7878921860","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","61","15639","13821","17703","","07/01/2010","06/30/2013"
"400022","HOSPITAL DAMAS INC","PONCE BY PASS #2213","PONCE","PR","00717","PONCE","7878408460","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","52","17549","15394","19917","","07/01/2010","06/30/2013"
"400026","LAFAYETTE HOSPITAL","CARR.753 KM.0.1-SECTOR CUATRO CALLES","ARROYO","PR","00714","ARROYO","7878393232","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"400032","HOSPITAL HERMANOS MELENDEZ INC","CARRETERA #2 KM 11 7","BAYAMON","PR","00960","BAYAMON","7876208181","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","27","18764","15926","21773","","07/01/2010","06/30/2013"
"40003F","SAN JUAN VA MEDICAL CENTER","10 CALLE CASIA","SAN JUAN","PR","00921","SAN JUAN","8004498729","Payment for heart attack patients","PAYM_30_AMI","","","","","","","07/01/2010","06/30/2013"
"400044","SAN LUKE'S MEMORIAL HOSPITAL INC","TITO CASTRO AVE #917","PONCE","PR","00733","PONCE","7878442080","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","75","19616","17428","22057","","07/01/2010","06/30/2013"
"400048","HOSPITAL EPISCOPAL SAN LUCAS GUAYAMA INC","AVE. PEDRO ALBIZU CAMPOS URB. LA HACIENDA","GUAYAMA","PR","00785","GUAYANILLA","7878644300","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"400061","HOSPITAL UNIVERSITARIO DE ADULTO","BARRIO MONACILLOS CENTROMEDICO","RIO PIEDRAS","PR","00927","SAN JUAN","7877540101","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"400079","HOSP COMUNITARIO BUEN SAMARITANO","CARR.2 KM.1.4 AVE. SEVERIANO CUEVAS #18","AGUADILLA","PR","00603","AGUADILLA","7876580000","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"400087","HOSPITAL DR CAYETANO COLL Y TOSTE","CARRETERA 129 KM.1 AVENIDA SAN LUIS","ARECIBO","PR","00613","ARECIBO","7876507272","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"400098","HOSPITAL SAN FRANCISCO","371 DE DIEGO AVE","SAN JUAN","PR","00923","SAN JUAN","7877675100","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"400102","DOCTORS CENTER HOSPITAL BAYAMON","9 J STREET EXT HERMANAS DAVILA","BAYAMON","PR","00959","BAYAMON","7876225420","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"400103","SISTEMA INTEGRADOS DE SALUD DEL SUR OESTE INC","AVE HOSTOS 410","MAYAGUEZ","PR","00681","MAYAGUEZ","7876529200","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","29","18071","15458","21040","","07/01/2010","06/30/2013"
"400104","HOSPITAL MENONITA CAGUAS INC","CARR 172  EXIT 21 URB TURABO GARDENS","CAGUAS","PR","00725","CAGUAS","7877443141","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"400105","HOSPITAL UNIVERSITARIO DR RUIZ ARNAU","LAUREL AVE SANTA JUANITA #100","BAYAMON","PR","00956","BAYAMON","7877875151","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"400106","METROPOLITAN HOSPITAL","CARRETERA 21 1785 URB LAS LOMAS","SAN JUAN","PR","00915","SAN JUAN","7877829999","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"400109"," HIMA SAN PABLO BAYAMON","CALLE SANTA CRUZ NUMERO 70  URB SANTA CRUZ","BAYAMON","PR","00961","BAYAMON","7876204747","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","86","18243","16249","20368","","07/01/2010","06/30/2013"
"400110","HOSPITAL METROPOLITANO DR TITO MATTEI","ROAD 128 KM 1.0","YAUCO","PR","00698","YAUCO","7878561000","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"400111","HOSPITAL SAN CARLOS BORROMEO"," CALLE CONCEPCION VERA AYALA #550 S","MOCA","PR","00676","MOCA","7878778000","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"400112","HOSPITAL UPR, DR  FEDERICO TRILLA","CARR 3 KM 8  3 AVE 65TH INFANTERIA       BOX 6021","CAROLINA","PR","00984","CAROLINA","7877571800","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"400113","HOSPITAL SAN CRISTOBAL","CARR 506 KM 1 0","COTO LAUREL","PR","00780","PONCE","7878482100","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"400114","MANATI MEDICAL CENTER DR OTERO LOPEZ","CALLE HERNANDEZ CARRION URB ATENAS","MANATI","PR","00674","MANATI","7876213700","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"400115","CENTRO MEDICO WILMA N VAZQUEZ","CARR. 2 KM 39.5    ROAD NUMBER 2 BO ALGARROBO","VEGA BAJA","PR","00693","VEGA BAJA","7878581580","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"400117","HOSPITAL DR SUSONI INC","55 PALM ST","ARECIBO","PR","00614","ARECIBO","7876501031","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"400118","DOCTORS' CENTER HOSPITAL, INC","MARGINAL CARRETERA NO 2, KM 47 7","MANATI","PR","00674","MANATI","7878543322","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","25","19240","16318","22652","","07/01/2010","06/30/2013"
"400120","HIMA SAN PABLO-CAGUAS","AVE LUIS MUNOZ MARIN","CAGUAS","PR","00725","CAGUAS","7876533434","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","46","16697","14663","19105","","07/01/2010","06/30/2013"
"400121","HOSPITAL SAN GERARDO","CARR 844 KM 0 5  CUPEY BAJO","SAN JUAN","PR","00928","SAN JUAN","7877618383","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"400123","HOSPITAL PEREA","15 DR BASORA STREET","MAYAGUEZ","PR","00681","MAYAGUEZ","7878340101","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"400124","CENTRO CARDIOVASCULAR","AVENIDA AMERICO MIRANDA, ENTRADA PRINCIPAL CM","RIO PIEDRAS","PR","00936","SAN JUAN","7877548500","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","37","17777","15457","20512","","07/01/2010","06/30/2013"
"400125","HIMA-SAN PABLO FAJARDO","GENERAL VALERO AVE#404","FAJARDO","PR","00738","FAJARDO","7876550505","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"400126","HOSPITAL METROPOLITANO SAN GERMAN","CALLE JAVILLA  #8 AL COSTADO PARQUE DE BOMBAS","SAN GERMAN","PR","00683","SAN GERMAN","7878925300","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"400127","ADMIN DE SERVICIOS MEDICOS  PUERTO RIC","BO MONACILLO CARR NUM 22","SAN JUAN","PR","00935","SAN JUAN","7877773535","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"400128","HOSPITAL PAVIA HATO REY, INC","AVE PONCE DE LEON 435","HATO REY","PR","00919","SAN JUAN","7877540909","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"400130","HOSPITAL METROPOLITANO DE LA MONTANA","CALLE ISAAC GONZALEZ ESQUINA LEDESMA","BDA NUEVA","PR","00641","UTUADO","7879331100","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"410001","MEMORIAL HOSPITAL OF RHODE ISLAND","111 BREWSTER STREET","PAWTUCKET","RI","02860","PROVIDENCE","4017292000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","56","22683","19881","25935","","07/01/2010","06/30/2013"
"410004","ROGER WILLIAMS MEDICAL CENTER","825 CHALKSTONE AVENUE","PROVIDENCE","RI","02908","PROVIDENCE","4014562000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","100","20107","18071","22438","","07/01/2010","06/30/2013"
"410005","ST JOSEPH HEALTH SERVICES OF RI","200 HIGH SERVICE AVENUE","NORTH PROVIDENCE","RI","02904","PROVIDENCE","4014563000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","63","22855","20115","25899","","07/01/2010","06/30/2013"
"410006","NEWPORT HOSPITAL","FRIENDSHIP STREET","NEWPORT","RI","02840","NEWPORT","4018466400","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","62","21061","18498","23865","","07/01/2010","06/30/2013"
"410007","RHODE ISLAND HOSPITAL","593 EDDY STREET","PROVIDENCE","RI","02902","PROVIDENCE","4014444000","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","425","19845","18700","21112","","07/01/2010","06/30/2013"
"410008","SOUTH COUNTY HOSPITAL INC","100 KENYON AVE","WAKEFIELD","RI","02879","WASHINGTON","4017828000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","51","20261","17720","23134","","07/01/2010","06/30/2013"
"410009","KENT COUNTY MEMORIAL HOSPITAL","455 TOLL GATE RD","WARWICK","RI","02886","KENT","4017377000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","203","20838","19226","22702","","07/01/2010","06/30/2013"
"410010","WOMEN AND INFANTS HOSPITAL OF RHODE ISLAND","101 DUDLEY STREET","PROVIDENCE","RI","02905","PROVIDENCE","4012741100","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"410011","LANDMARK MEDICAL CENTER,  INC","115 CASS AVE","WOONSOCKET","RI","02895","PROVIDENCE","4017694100","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","131","22850","20601","25347","","07/01/2010","06/30/2013"
"410012","MIRIAM HOSPITAL","164 SUMMIT AVENUE","PROVIDENCE","RI","02906","PROVIDENCE","4017932500","Payment for heart attack patients","PAYM_30_AMI","Greater than the National Average Payment","341","23038","21587","24705","","07/01/2010","06/30/2013"
"410013","WESTERLY HOSPITAL","25 WELLS STREET","WESTERLY","RI","02891","WASHINGTON","4015966000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","78","19692","17447","22084","","07/01/2010","06/30/2013"
"41005F","PROVIDENCE VA MEDICAL CENTER","830 CHALKSTONE AVENUE","PROVIDENCE","RI","02908","PROVIDENCE","4014573042","Payment for heart attack patients","PAYM_30_AMI","","","","","","","07/01/2010","06/30/2013"
"420002","PIEDMONT MEDICAL CENTER","222 S HERLONG AVE","ROCK HILL","SC","29730","YORK","8033291234","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","342","19999","18713","21311","","07/01/2010","06/30/2013"
"420004","MUSC MEDICAL CENTER","169 ASHLEY AVE","CHARLESTON","SC","29425","CHARLESTON","8437922300","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","201","21372","19538","23314","","07/01/2010","06/30/2013"
"420005","MCLEOD MEDICAL CENTER - DILLON","301 E JACKSON ST","DILLON","SC","29536","DILLON","8437744111","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","47","19700","17234","22530","","07/01/2010","06/30/2013"
"420007","SPARTANBURG REGIONAL MEDICAL CENTER","101 E WOOD ST","SPARTANBURG","SC","29303","SPARTANBURG","8645606000","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","510","19984","18916","21123","","07/01/2010","06/30/2013"
"420009","OCONEE MEDICAL CENTER","298 MEMORIAL DRIVE","SENECA","SC","29672","OCONEE","8648823351","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","95","21946","19642","24718","","07/01/2010","06/30/2013"
"420010","CAROLINA PINES REGIONAL MEDICAL CENTER","1304 W BOBO NEWSOM HWY","HARTSVILLE","SC","29550","DARLINGTON","8643392100","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","37","20234","17559","23596","","07/01/2010","06/30/2013"
"420011","CANNON MEMORIAL HOSPITAL","123 MEDICAL PARK DRIVE PO BOX 188","PICKENS","SC","29671","PICKENS","8648784791","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","35","22403","19447","25971","","07/01/2010","06/30/2013"
"420015","BAPTIST EASLEY HOSPITAL","200 FLEETWOOD DRIVE","EASLEY","SC","29640","PICKENS","8644427200","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","60","20223","17699","22968","","07/01/2010","06/30/2013"
"420016","SOUTHERN PALMETTO HOSPITAL","PO BOX 588  811  REYNOLDS ROAD","BARNWELL","SC","29812","BARNWELL","8032591000","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"420018","PALMETTO HEALTH RICHLAND","5 RICHLAND MEDICAL PARK","COLUMBIA","SC","29203","RICHLAND","8032965678","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","303","20695","19258","22159","","07/01/2010","06/30/2013"
"420019","CHESTER REGIONAL MEDICAL CENTER","1 MEDICAL PARK DRIVE","CHESTER","SC","29706","CHESTER","8035813151","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"420020","GEORGETOWN MEMORIAL HOSPITAL","606 BLACK RIVER RD DRAWER 1718","GEORGETOWN","SC","29440","GEORGETOWN","8435277000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","112","21079","18994","23592","","07/01/2010","06/30/2013"
"420023","ST FRANCIS-DOWNTOWN","ONE ST FRANCIS DR","GREENVILLE","SC","29601","GREENVILLE","8642551000","Payment for heart attack patients","PAYM_30_AMI","Greater than the National Average Payment","302","24441","22584","26389","","07/01/2010","06/30/2013"
"420026","SISTERS OF CHARITY PROVIDENCE HOSPITALS","2435 FOREST DR","COLUMBIA","SC","29204","RICHLAND","8032565300","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","585","21254","20196","22498","","07/01/2010","06/30/2013"
"420027","ANMED HEALTH","800 N FANT ST","ANDERSON","SC","29621","ANDERSON","8642611109","Payment for heart attack patients","PAYM_30_AMI","Greater than the National Average Payment","257","23772","21859","25788","","07/01/2010","06/30/2013"
"420030","COLLETON MEDICAL CENTER","501 ROBERTSON BOULEVARD","WALTERBORO","SC","29488","COLLETON","8437822000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","36","19306","16703","22222","","07/01/2010","06/30/2013"
"420033","GHS GREER MEMORIAL HOSPITAL","830 SOUTH BUNCOMBE ROAD","GREER","SC","29650","GREENVILLE","8648488200","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"420036","SPRINGS MEMORIAL HOSPITAL","800 W MEETING ST","LANCASTER","SC","29720","LANCASTER","8032861481","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","130","21127","19229","23374","","07/01/2010","06/30/2013"
"420037","GHS-HILLCREST MEMORIAL HOSPITAL","729 SOUTH EAST MAIN STREET","SIMPSONVILLE","SC","29681","GREENVILLE","8644546151","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"420038","GHS  LAURENS COUNTY MEMORIAL HOSPITAL","22725 HIGHWAY 76 EAST","CLINTON","SC","29325","LAURENS","8648339100","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","29","18866","16331","21751","","07/01/2010","06/30/2013"
"420039","WALLACE THOMSON HOSPITAL","322 W SOUTH ST PO BOX 789","UNION","SC","29379","UNION","8644270351","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"420043","NOVANT HEALTH GAFFNEY MEDICAL CENTER","1530 N LIMESTONE ST","GAFFNEY","SC","29340","CHEROKEE","8644874271","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"420048","KERSHAW HEALTH","HAILE AND ROBERTS STREETS, BOX 7003","CAMDEN","SC","29020","KERSHAW","8034324311","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","95","20664","18501","23169","","07/01/2010","06/30/2013"
"420049","CONWAY MEDICAL CENTER","300 SINGLETON RIDGE ROAD","CONWAY","SC","29526","HORRY","8433478037","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","68","20394","18113","23123","","07/01/2010","06/30/2013"
"420051","MCLEOD REGIONAL MEDICAL CENTER-PEE DEE","555 E CHEVES ST BOX 8700","FLORENCE","SC","29506","FLORENCE","8437772900","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","662","18801","17925","19755","","07/01/2010","06/30/2013"
"420053","NEWBERRY COUNTY MEMORIAL HOSPITAL","2669 KINARD ST PO BOX 497","NEWBERRY","SC","29108","NEWBERRY","8034057145","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","30","20062","17392","23225","","07/01/2010","06/30/2013"
