Provider Number,Hospital Name,Address,City,State, ZIP Code,County Name,MORT-30-AMI Performance Rate,MORT-30-AMI Achievement Points,MORT-30-AMI Improvement Points,MORT-30-AMI Measure Score,MORT-30-HF Performance Rate,MORT-30-HF Achievement Points,MORT-30-HF Improvement Points,MORT-30-HF Measure Score,MORT-30-PN Performance Rate,MORT-30-PN Achievement Points,MORT-30-PN Improvement Points,MORT-30-PN Measure Score,PSI-90 Performance Rate,PSI-90 Achievement Points,PSI-90 Improvement Points,PSI-90 Measure Score,HAI-1 Performance Rate,HAI-1 Achievement Points,HAI-1 Improvement Points,HAI-1 Measure Score
"440049","METHODIST HEALTHCARE MEMPHIS HOSPITALS","1265 UNION AVE SUITE 700","Memphis","TN","38104","SHELBY","0.88106","10 out of 10","9 out of 9","10 out of 10","0.88693","3 out of 10","4 out of 9","4 out of 10","0.86552","0 out of 10","1 out of 9","1 out of 10","0.53976","5 out of 10","0 out of 9","5 out of 10","0.108","7 out of 10","8 out of 9","8 out of 10"
"440050","TAKOMA REGIONAL HOSPITAL","401 TAKOMA AVE","Greeneville","TN","37743","GREENE","0.85730","Not Available","Not Available","Not Available","0.88185","Not Available","Not Available","Not Available","0.88905","3 out of 10","2 out of 9","3 out of 10","0.42204","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available"
"440051","MCNAIRY REGIONAL HOSPITAL","705 E POPLAR AVE","Selmer","TN","38375","MCNAIRY","0.83980","Not Available","Not Available","Not Available","0.87469","Not Available","Not Available","Not Available","0.87732","0 out of 10","0 out of 9","0 out of 10","0.49118","7 out of 10","7 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available"
"440053","SAINT THOMAS RUTHERFORD HOSPITAL","1700 MEDICAL CENTER PARKWAY","Murfreesboro","TN","37129","RUTHERFORD","0.84766","1 out of 10","2 out of 9","2 out of 10","0.88166","1 out of 10","0 out of 9","1 out of 10","0.87916","0 out of 10","0 out of 9","0 out of 10","0.45095","9 out of 10","9 out of 9","9 out of 10","0.216","5 out of 10","7 out of 9","7 out of 10"
"440056","TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL","110 HOSPITAL DRIVE","Jefferson City","TN","37760","JEFFERSON","0.85709","Not Available","Not Available","Not Available","0.88679","3 out of 10","0 out of 9","3 out of 10","0.88865","3 out of 10","6 out of 9","6 out of 10","0.53205","5 out of 10","2 out of 9","5 out of 10","Not Available","Not Available","Not Available","Not Available"
"440057","CLAIBORNE COUNTY HOSPITAL","1850 OLD KNOXVILLE HIGHWAY","Tazewell","TN","37879","CLAIBORNE","0.85632","Not Available","Not Available","Not Available","0.88273","1 out of 10","0 out of 9","1 out of 10","0.88857","3 out of 10","1 out of 9","3 out of 10","0.54387","4 out of 10","1 out of 9","4 out of 10","Not Available","Not Available","Not Available","Not Available"
"440058","SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER","185 HOSPITAL ROAD","Winchester","TN","37398","FRANKLIN","0.85338","Not Available","Not Available","Not Available","0.88948","4 out of 10","5 out of 9","5 out of 10","0.88034","0 out of 10","0 out of 9","0 out of 10","0.39076","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available"
"440059","COOKEVILLE REGIONAL MEDICAL CENTER","1 MEDICAL CENTER BOULEVARD","Cookeville","TN","38501","PUTNAM","0.86026","8 out of 10","5 out of 9","8 out of 10","0.87703","0 out of 10","0 out of 9","0 out of 10","0.89224","5 out of 10","6 out of 9","6 out of 10","0.56692","3 out of 10","0 out of 9","3 out of 10","1.053","0 out of 10","3 out of 9","3 out of 10"
"440061","VOLUNTEER COMMUNITY HOSPITAL","161 MOUNT PELIA RD","Martin","TN","38237","WEAKLEY","0.85007","Not Available","Not Available","Not Available","0.87824","0 out of 10","0 out of 9","0 out of 10","0.88938","3 out of 10","3 out of 9","3 out of 10","0.50744","6 out of 10","6 out of 9","6 out of 10","Not Available","Not Available","Not Available","Not Available"
"440063","JOHNSON CITY MEDICAL CENTER","400 N STATE OF FRANKLIN RD","Johnson City","TN","37604","WASHINGTON","0.83846","0 out of 10","0 out of 9","0 out of 10","0.86731","0 out of 10","0 out of 9","0 out of 10","0.86442","0 out of 10","0 out of 9","0 out of 10","0.56965","3 out of 10","0 out of 9","3 out of 10","0.517","0 out of 10","0 out of 9","0 out of 10"
"440065","NORTHCREST MEDICAL CENTER","100 NORTHCREST DRIVE","Springfield","TN","37172","ROBERTSON","0.85551","Not Available","Not Available","Not Available","0.87507","Not Available","Not Available","Not Available","0.84490","0 out of 10","0 out of 9","0 out of 10","0.40624","10 out of 10","9 out of 9","10 out of 10","0.000","10 out of 10","0 out of 9","10 out of 10"
"440067","LAKEWAY REGIONAL HOSPITAL","726 MCFARLAND ST","Morristown","TN","37814","HAMBLEN","0.84507","Not Available","Not Available","Not Available","0.87606","Not Available","Not Available","Not Available","0.87062","0 out of 10","0 out of 9","0 out of 10","0.45307","9 out of 10","9 out of 9","9 out of 10","Not Available","Not Available","Not Available","Not Available"
"440068","STARR REGIONAL MEDICAL CENTER ATHENS","1114 W MADISON AVE","Athens","TN","37371","MCMINN","0.85559","Not Available","Not Available","Not Available","0.87907","Not Available","Not Available","Not Available","0.84615","0 out of 10","3 out of 9","3 out of 10","0.44300","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available"
"440070","DECATUR COUNTY GENERAL HOSPITAL","969 TENNESSEE AVE S","Parsons","TN","38363","DECATUR","0.84570","Not Available","Not Available","Not Available","0.87702","Not Available","Not Available","Not Available","0.89064","4 out of 10","6 out of 9","6 out of 10","0.49869","7 out of 10","7 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available"
"440072","DYERSBURG REGIONAL MEDICAL CENTER","400 TICKLE ST","Dyersburg","TN","38024","DYER","0.86331","Not Available","Not Available","Not Available","0.88405","2 out of 10","2 out of 9","2 out of 10","0.86834","0 out of 10","0 out of 9","0 out of 10","0.39394","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available"
"440073","MAURY REGIONAL HOSPITAL","1224 TROTWOOD AVE","Columbia","TN","38401","MAURY","0.85495","5 out of 10","0 out of 9","5 out of 10","0.88779","4 out of 10","7 out of 9","7 out of 10","0.88506","2 out of 10","2 out of 9","2 out of 10","0.26900","10 out of 10","9 out of 9","10 out of 10","0.788","0 out of 10","2 out of 9","2 out of 10"
"440081","LECONTE MEDICAL CENTER","742 MIDDLECREEK ROAD","Sevierville","TN","37862","CUMBERLAND","0.84474","Not Available","Not Available","Not Available","0.88282","1 out of 10","0 out of 9","1 out of 10","0.88286","1 out of 10","0 out of 9","1 out of 10","0.41609","10 out of 10","9 out of 9","10 out of 10","1.771","0 out of 10","3 out of 9","3 out of 10"
"440082","SAINT THOMAS WEST HOSPITAL","4220 HARDING RD, PO BOX 380","Nashville","TN","37205","DAVIDSON","0.86178","9 out of 10","9 out of 9","9 out of 10","0.87527","0 out of 10","0 out of 9","0 out of 10","0.89938","7 out of 10","3 out of 9","7 out of 10","0.57495","3 out of 10","0 out of 9","3 out of 10","0.230","5 out of 10","5 out of 9","5 out of 10"
"440083","JAMESTOWN REGIONAL MEDICAL CENTER","436 CENTRAL AVENUE WEST","Jamestown","TN","38556","FENTRESS","0.85243","Not Available","Not Available","Not Available","0.87641","0 out of 10","0 out of 9","0 out of 10","0.89654","6 out of 10","7 out of 9","7 out of 10","0.47659","8 out of 10","8 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available"
"440084","SWEETWATER HOSPITAL ASSOCIATION","304 WRIGHT ST","Sweetwater","TN","37874","MONROE","0.85167","Not Available","Not Available","Not Available","0.88616","3 out of 10","0 out of 9","3 out of 10","0.88731","2 out of 10","1 out of 9","2 out of 10","0.58579","2 out of 10","3 out of 9","3 out of 10","Not Available","Not Available","Not Available","Not Available"
"440091","MEMORIAL HEALTHCARE SYSTEM, INC","2525 DESALES AVE","Chattanooga","TN","37404","HAMILTON","0.86994","10 out of 10","9 out of 9","10 out of 10","0.86544","0 out of 10","0 out of 9","0 out of 10","0.90415","9 out of 10","9 out of 9","9 out of 10","0.43085","10 out of 10","0 out of 9","10 out of 10","1.266","0 out of 10","0 out of 9","0 out of 10"
"440102","LINCOLN MEDICAL CENTER","106 MEDICAL CENTER BLVD","Fayetteville","TN","37334","LINCOLN","0.85001","Not Available","Not Available","Not Available","0.87649","0 out of 10","4 out of 9","4 out of 10","0.88950","3 out of 10","1 out of 9","3 out of 10","0.46594","9 out of 10","9 out of 9","9 out of 10","Not Available","Not Available","Not Available","Not Available"
"440104","ERLANGER MEDICAL CENTER","975 E 3RD ST","Chattanooga","TN","37403","HAMILTON","0.84268","0 out of 10","3 out of 9","3 out of 10","0.87184","0 out of 10","0 out of 9","0 out of 10","0.88533","2 out of 10","4 out of 9","4 out of 10","0.50466","7 out of 10","7 out of 9","7 out of 10","0.716","0 out of 10","0 out of 9","0 out of 10"
"440109","HARDIN MEDICAL CENTER","935 WAYNE ROAD","Savannah","TN","38372","HARDIN","0.85675","Not Available","Not Available","Not Available","0.87805","Not Available","Not Available","Not Available","0.85854","0 out of 10","0 out of 9","0 out of 10","0.46232","9 out of 10","8 out of 9","9 out of 10","Not Available","Not Available","Not Available","Not Available"
"440110","FORT LOUDOUN MEDICAL CENTER","550 FORT LOUDOUN MEDICAL CENTER DR","Lenoir City","TN","37772","LOUDON","0.85113","Not Available","Not Available","Not Available","0.87902","0 out of 10","0 out of 9","0 out of 10","0.88925","Not Available","Not Available","Not Available","0.42050","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available"
"440111","METRO NASHVILLE GENERAL HOSPITAL","1818 ALBION STREET","Nashville","TN","37208","DAVIDSON","Not Available","Not Available","Not Available","Not Available","0.88267","Not Available","Not Available","Not Available","0.88603","Not Available","Not Available","Not Available","0.47172","8 out of 10","8 out of 9","8 out of 10","1.247","0 out of 10","0 out of 9","0 out of 10"
"440120","TENNOVA HEALTHCARE","900 EAST OAK HILL AVENUE","Knoxville","TN","37917","KNOX","0.86362","10 out of 10","9 out of 9","10 out of 10","0.86002","0 out of 10","0 out of 9","0 out of 10","0.86339","0 out of 10","1 out of 9","1 out of 10","0.70489","0 out of 10","0 out of 9","0 out of 10","0.465","0 out of 10","6 out of 9","6 out of 10"
"440125","FORT SANDERS REGIONAL MEDICAL CENTER","1901 W CLINCH AVE","Knoxville","TN","37916","KNOX","0.84366","0 out of 10","0 out of 9","0 out of 10","0.85845","0 out of 10","0 out of 9","0 out of 10","0.85807","0 out of 10","0 out of 9","0 out of 10","0.51151","6 out of 10","5 out of 9","6 out of 10","0.967","0 out of 10","0 out of 9","0 out of 10"
"440130","BAPTIST MEMORIAL HOSPITAL UNION CITY","1201 BISHOP ST, PO BOX 310","Union City","TN","38261","OBION","0.85514","Not Available","Not Available","Not Available","0.87906","0 out of 10","0 out of 9","0 out of 10","0.89040","4 out of 10","6 out of 9","6 out of 10","0.44221","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available"
"440131","BAPTIST MEMORIAL HOSPITAL TIPTON","1995 HIGHWAY 51 S","Covington","TN","38019","TIPTON","0.85405","Not Available","Not Available","Not Available","0.87686","Not Available","Not Available","Not Available","0.89084","Not Available","Not Available","Not Available","0.48659","8 out of 10","7 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available"
"440132","HENRY COUNTY MEDICAL CENTER","301 TYSON AV","Paris","TN","38242","HENRY","0.84127","Not Available","Not Available","Not Available","0.88670","3 out of 10","3 out of 9","3 out of 10","0.86960","0 out of 10","0 out of 9","0 out of 10","0.44693","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available"
"440133","SAINT THOMAS MIDTOWN HOSPITAL","2000 CHURCH ST","Nashville","TN","37236","DAVIDSON","0.85062","2 out of 10","0 out of 9","2 out of 10","0.89165","5 out of 10","6 out of 9","6 out of 10","0.89250","5 out of 10","4 out of 9","5 out of 10","0.57524","3 out of 10","0 out of 9","3 out of 10","0.470","0 out of 10","0 out of 9","0 out of 10"
"440137","HERITAGE MEDICAL CENTER","2835 HWY 231 N","Shelbyville","TN","37160","BEDFORD","0.86248","Not Available","Not Available","Not Available","0.86456","Not Available","Not Available","Not Available","0.88056","0 out of 10","0 out of 9","0 out of 10","0.58476","2 out of 10","0 out of 9","2 out of 10","Not Available","Not Available","Not Available","Not Available"
"440144","HARTON REGIONAL MEDICAL CENTER","1801 N JACKSON ST BOX 460","Tullahoma","TN","37388","COFFEE","0.84644","Not Available","Not Available","Not Available","0.86847","0 out of 10","0 out of 9","0 out of 10","0.87535","0 out of 10","0 out of 9","0 out of 10","0.58676","2 out of 10","0 out of 9","2 out of 10","0.000","10 out of 10","Not Available","10 out of 10"
"440148","STONES RIVER HOSPITAL AND DEKALB COMMUNITY HOSP","520 W MAIN ST","Smithville","TN","37166","DE KALB","0.85416","Not Available","Not Available","Not Available","0.87694","Not Available","Not Available","Not Available","0.88287","1 out of 10","0 out of 9","1 out of 10","0.47885","8 out of 10","8 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available"
"440150","TRISTAR SUMMIT MEDICAL CENTER","5655 FRIST BLVD","Hermitage","TN","37076","DAVIDSON","0.83097","0 out of 10","Not Available","0 out of 10","0.88579","3 out of 10","5 out of 9","5 out of 10","0.88095","0 out of 10","3 out of 9","3 out of 10","0.45637","9 out of 10","9 out of 9","9 out of 10","0.426","1 out of 10","4 out of 9","4 out of 10"
"440151","RIVER PARK HOSPITAL","1559 SPARTA STREET","Mcminnville","TN","37110","WARREN","0.85491","Not Available","Not Available","Not Available","0.88979","4 out of 10","6 out of 9","6 out of 10","0.87239","0 out of 10","0 out of 9","0 out of 10","0.43133","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available"
"440152","REGIONAL ONE HEALTH","877 JEFFERSON AVENUE","Memphis","TN","38103","SHELBY","0.85547","Not Available","Not Available","Not Available","0.88261","Not Available","Not Available","Not Available","0.88542","Not Available","Not Available","Not Available","0.69892","0 out of 10","2 out of 9","2 out of 10","0.747","0 out of 10","3 out of 9","3 out of 10"
"440153","TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER","435 2ND ST","Newport","TN","37821","COCKE","0.85160","Not Available","Not Available","Not Available","0.87902","0 out of 10","Not Available","0 out of 10","0.88879","3 out of 10","0 out of 9","3 out of 10","0.47715","8 out of 10","8 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available"
"440156","PARKRIDGE MEDICAL CENTER","2333 MCCALLIE AVE","Chattanooga","TN","37404","HAMILTON","0.84214","0 out of 10","0 out of 9","0 out of 10","0.85563","0 out of 10","0 out of 9","0 out of 10","0.85387","0 out of 10","0 out of 9","0 out of 10","0.47262","8 out of 10","8 out of 9","8 out of 10","0.525","0 out of 10","0 out of 9","0 out of 10"
"440159","DELTA MEDICAL CENTER","3000 GETWELL RD","Memphis","TN","38118","SHELBY","0.85584","Not Available","Not Available","Not Available","0.88064","Not Available","Not Available","Not Available","0.88743","Not Available","Not Available","Not Available","0.46411","9 out of 10","9 out of 9","9 out of 10","Not Available","Not Available","Not Available","Not Available"
"440161","TRISTAR CENTENNIAL MEDICAL CENTER","2300 PATTERSON STREET","Nashville","TN","37203","DAVIDSON","0.85501","5 out of 10","6 out of 9","6 out of 10","0.86720","0 out of 10","0 out of 9","0 out of 10","0.85177","0 out of 10","0 out of 9","0 out of 10","0.48130","8 out of 10","7 out of 9","8 out of 10","0.182","6 out of 10","7 out of 9","7 out of 10"
"440173","PARKWEST MEDICAL CENTER","9352 PARK WEST BLVD","Knoxville","TN","37923","KNOX","0.86033","8 out of 10","9 out of 9","9 out of 10","0.86942","0 out of 10","0 out of 9","0 out of 10","0.88481","1 out of 10","0 out of 9","1 out of 10","0.52532","5 out of 10","0 out of 9","5 out of 10","0.630","0 out of 10","2 out of 9","2 out of 10"
"440175","SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE","HWY 43 S BOX 847","Lawrenceburg","TN","38464","LAWRENCE","0.85390","Not Available","Not Available","Not Available","0.87925","Not Available","Not Available","Not Available","0.90466","10 out of 10","9 out of 9","10 out of 10","0.47149","8 out of 10","8 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available"
"440176","INDIAN PATH MEDICAL CENTER","2000 BROOKSIDE DR","Kingsport","TN","37660","SULLIVAN","0.84246","Not Available","Not Available","Not Available","0.89187","Not Available","Not Available","Not Available","0.89668","6 out of 10","4 out of 9","6 out of 10","0.35644","10 out of 10","9 out of 9","10 out of 10","0.000","10 out of 10","9 out of 9","10 out of 10"
"440180","JELLICO COMMUNITY HOSPITAL","188 HOSPITAL LANE","Jellico","TN","37762","CAMPBELL","0.85931","Not Available","Not Available","Not Available","0.87862","Not Available","Not Available","Not Available","0.86484","0 out of 10","0 out of 9","0 out of 10","0.48110","8 out of 10","7 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available"
"440182","MCKENZIE REGIONAL HOSPITAL","161 HOSPITAL DRIVE","Mckenzie","TN","38201","CARROLL","0.85044","Not Available","Not Available","Not Available","0.87626","Not Available","Not Available","Not Available","0.87162","0 out of 10","Not Available","0 out of 10","0.48089","8 out of 10","8 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available"
"440183","ST FRANCIS HOSPITAL","5959 PARK AVE","Memphis","TN","38119","SHELBY","0.86439","10 out of 10","9 out of 9","10 out of 10","0.88505","2 out of 10","0 out of 9","2 out of 10","0.89028","4 out of 10","7 out of 9","7 out of 10","0.31794","10 out of 10","9 out of 9","10 out of 10","0.566","0 out of 10","0 out of 9","0 out of 10"
"440184","FRANKLIN WOODS COMMUNITY HOSPITAL","300 MED TECH PARKWAY","Johnson City","TN","37604","WASHINGTON","0.86152","Not Available","Not Available","Not Available","0.89221","Not Available","Not Available","Not Available","0.89794","7 out of 10","0 out of 9","7 out of 10","0.55765","4 out of 10","0 out of 9","4 out of 10","Not Available","Not Available","Not Available","Not Available"
"440185","SKYRIDGE MEDICAL CENTER","2305 CHAMBLISS AVE NW","Cleveland","TN","37311","BRADLEY","0.84842","1 out of 10","0 out of 9","1 out of 10","0.86962","0 out of 10","1 out of 9","1 out of 10","0.88409","1 out of 10","3 out of 9","3 out of 10","0.50638","6 out of 10","7 out of 9","7 out of 10","0.548","0 out of 10","0 out of 9","0 out of 10"
"440187","LIVINGSTON REGIONAL HOSPITAL","315 OAK ST BOX 550","Livingston","TN","38570","OVERTON","0.85659","Not Available","Not Available","Not Available","0.86367","0 out of 10","0 out of 9","0 out of 10","0.86714","0 out of 10","4 out of 9","4 out of 10","0.60171","1 out of 10","0 out of 9","1 out of 10","Not Available","Not Available","Not Available","Not Available"
"440189","REGIONAL HOSPITAL OF JACKSON","367 HOSPITAL BLVD","Jackson","TN","38305","MADISON","0.86153","9 out of 10","9 out of 9","9 out of 10","0.86554","0 out of 10","0 out of 9","0 out of 10","0.89381","5 out of 10","7 out of 9","7 out of 10","0.36249","10 out of 10","9 out of 9","10 out of 10","0.931","0 out of 10","2 out of 9","2 out of 10"
"440192","HIGHLANDS MEDICAL CENTER","401 SEWELL DR","Sparta","TN","38583","WHITE","0.85772","Not Available","Not Available","Not Available","0.87256","Not Available","Not Available","Not Available","0.85057","0 out of 10","0 out of 9","0 out of 10","0.59222","2 out of 10","0 out of 9","2 out of 10","Not Available","Not Available","Not Available","Not Available"
"440193","UNIVERSITY MEDICAL CENTER","1411 BADDOUR PARKWAY","Lebanon","TN","37087","WILSON","0.85298","Not Available","Not Available","Not Available","0.88810","4 out of 10","0 out of 9","4 out of 10","0.89091","4 out of 10","5 out of 9","5 out of 10","0.42773","10 out of 10","9 out of 9","10 out of 10","0.440","0 out of 10","9 out of 9","9 out of 10"
"440194","TRISTAR HENDERSONVILLE MEDICAL CENTER","355 NEW SHACKLE ISLAND RD","Hendersonville","TN","37075","SUMNER","0.85902","Not Available","Not Available","Not Available","0.86063","0 out of 10","0 out of 9","0 out of 10","0.83844","0 out of 10","0 out of 9","0 out of 10","0.52760","5 out of 10","7 out of 9","7 out of 10","0.998","0 out of 10","0 out of 9","0 out of 10"
"440197","TRISTAR SOUTHERN HILLS MEDICAL CENTER","391 WALLACE RD","Nashville","TN","37211","DAVIDSON","0.84503","Not Available","Not Available","Not Available","0.88388","2 out of 10","0 out of 9","2 out of 10","0.87239","0 out of 10","0 out of 9","0 out of 10","0.56489","3 out of 10","3 out of 9","3 out of 10","1.980","0 out of 10","0 out of 9","0 out of 10"
"440218","SAINT THOMAS HOSPITAL FOR SPINAL SURGERY","2011 MURPHY AVENUE","Nashville","TN","37203","DAVIDSON","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.47474","8 out of 10","8 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available"
"440227","TRISTAR STONECREST MEDICAL CENTER","200 STONECREST BOULEVARD","Smyrna","TN","37167","RUTHERFORD","0.85793","Not Available","Not Available","Not Available","0.87776","Not Available","Not Available","Not Available","0.86891","0 out of 10","0 out of 9","0 out of 10","0.53181","5 out of 10","1 out of 9","5 out of 10","1.053","0 out of 10","0 out of 9","0 out of 10"
"440228","SAINT FRANCIS BARTLETT MEDICAL CENTER","2986 KATE BOND RD","Bartlett","TN","38133","SHELBY","0.85359","Not Available","Not Available","Not Available","0.87851","0 out of 10","1 out of 9","1 out of 10","0.87482","0 out of 10","0 out of 9","0 out of 10","0.53218","5 out of 10","0 out of 9","5 out of 10","0.509","0 out of 10","2 out of 9","2 out of 10"
"450002","PROVIDENCE MEMORIAL HOSPITAL","2001 N OREGON ST","El Paso","TX","79902","EL PASO","0.86061","8 out of 10","8 out of 9","8 out of 10","0.88381","2 out of 10","0 out of 9","2 out of 10","0.87815","0 out of 10","4 out of 9","4 out of 10","0.69957","0 out of 10","2 out of 9","2 out of 10","0.416","1 out of 10","2 out of 9","2 out of 10"
"450005","MEMORIAL HERMANN BAPTIST ORANGE HOSPITAL","608 STRICKLAND DRIVE","Orange","TX","77630","ORANGE","0.85889","Not Available","Not Available","Not Available","0.86486","Not Available","Not Available","Not Available","0.89260","5 out of 10","6 out of 9","6 out of 10","0.42705","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available"
"450007","PETERSON REGIONAL MEDICAL CENTER","551 HILL COUNTRY DRIVE","Kerrville","TX","78028","KERR","0.84401","Not Available","Not Available","Not Available","0.87146","0 out of 10","0 out of 9","0 out of 10","0.86517","0 out of 10","0 out of 9","0 out of 10","0.51355","6 out of 10","6 out of 9","6 out of 10","0.374","2 out of 10","0 out of 9","2 out of 10"
"450010","UNITED REGIONAL HEALTH CARE SYSTEM","1600 11TH STREET","Wichita Falls","TX","76301","WICHITA","0.82744","0 out of 10","0 out of 9","0 out of 10","0.87390","0 out of 10","5 out of 9","5 out of 10","0.88157","0 out of 10","6 out of 9","6 out of 10","0.46042","9 out of 10","9 out of 9","9 out of 10","0.477","0 out of 10","0 out of 9","0 out of 10"
"450011","ST JOSEPH REGIONAL HEALTH CENTER","2801 FRANCISCAN DR","Bryan","TX","77802","BRAZOS","0.86162","9 out of 10","9 out of 9","9 out of 10","0.88592","3 out of 10","6 out of 9","6 out of 10","0.89023","4 out of 10","2 out of 9","4 out of 10","0.42270","10 out of 10","9 out of 9","10 out of 10","0.647","0 out of 10","0 out of 9","0 out of 10"
"450015","PARKLAND HEALTH AND HOSPITAL SYSTEM","5201 HARRY HINES BLVD","Dallas","TX","75235","DALLAS","0.84160","Not Available","Not Available","Not Available","0.89348","6 out of 10","4 out of 9","6 out of 10","0.87963","0 out of 10","Not Available","0 out of 10","0.53470","5 out of 10","7 out of 9","7 out of 10","0.449","0 out of 10","0 out of 9","0 out of 10"
"450018","UNIVERSITY OF TEXAS MEDICAL BRANCH GAL","301 UNIVERSITY BOULEVARD","Galveston","TX","77555","GALVESTON","0.85745","7 out of 10","8 out of 9","8 out of 10","0.88218","1 out of 10","2 out of 9","2 out of 10","0.89841","7 out of 10","7 out of 9","7 out of 10","0.51489","6 out of 10","6 out of 9","6 out of 10","0.504","0 out of 10","4 out of 9","4 out of 10"
"450021","BAYLOR UNIVERSITY MEDICAL CENTER","3500 GASTON AVE","Dallas","TX","75246","DALLAS","0.84054","0 out of 10","2 out of 9","2 out of 10","0.88377","2 out of 10","2 out of 9","2 out of 10","0.88892","3 out of 10","0 out of 9","3 out of 10","0.67609","0 out of 10","1 out of 9","1 out of 10","0.726","0 out of 10","0 out of 9","0 out of 10"
"450023","CITIZENS MEDICAL CENTER","2701 HOSPITAL DRIVE","Victoria","TX","77901","VICTORIA","0.87523","10 out of 10","9 out of 9","10 out of 10","0.86471","0 out of 10","0 out of 9","0 out of 10","0.88182","0 out of 10","0 out of 9","0 out of 10","0.34044","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available"
"450024","UNIVERSITY MEDICAL CENTER OF EL PASO","4815 ALAMEDA AVE","El Paso","TX","79905","EL PASO","0.86254","Not Available","Not Available","Not Available","0.87663","Not Available","Not Available","Not Available","0.88272","1 out of 10","Not Available","1 out of 10","0.93603","0 out of 10","0 out of 9","0 out of 10","0.791","0 out of 10","4 out of 9","4 out of 10"
"450028","VHS BROWNSVILLE HOSPITAL COMPANY, LLC","1040 W JEFFERSON ST","Brownsville","TX","78520","CAMERON","0.86839","10 out of 10","9 out of 9","10 out of 10","0.88492","2 out of 10","0 out of 9","2 out of 10","0.90008","8 out of 10","8 out of 9","8 out of 10","0.40105","10 out of 10","9 out of 9","10 out of 10","0.429","1 out of 10","1 out of 9","1 out of 10"
"450029","LAREDO MEDICAL CENTER","1700 EAST SAUNDERS","Laredo","TX","78044","WEBB","0.83968","0 out of 10","4 out of 9","4 out of 10","0.87476","0 out of 10","0 out of 9","0 out of 10","0.89024","4 out of 10","4 out of 9","4 out of 10","0.50799","6 out of 10","0 out of 9","6 out of 10","0.802","0 out of 10","0 out of 9","0 out of 10"
"450032","GOOD SHEPHERD MEDICAL CENTER MARSHALL","811 S WASHINGTON","Marshall","TX","75670","HARRISON","0.85808","Not Available","Not Available","Not Available","0.89498","7 out of 10","8 out of 9","8 out of 10","0.90296","9 out of 10","7 out of 9","9 out of 10","0.45588","9 out of 10","9 out of 9","9 out of 10","Not Available","Not Available","Not Available","Not Available"
"450033","VHS HARLINGEN HOSPITAL COMPANY LLC","2101 PEASE ST","Harlingen","TX","78550","CAMERON","0.85247","4 out of 10","1 out of 9","4 out of 10","0.89257","6 out of 10","6 out of 9","6 out of 10","0.90407","9 out of 10","0 out of 9","9 out of 10","0.55444","4 out of 10","4 out of 9","4 out of 10","0.928","0 out of 10","0 out of 9","0 out of 10"
"450034","CHRISTUS HOSPITAL","2830 CALDER AVENUE","Beaumont","TX","77702","JEFFERSON","0.86093","9 out of 10","8 out of 9","9 out of 10","0.86059","0 out of 10","1 out of 9","1 out of 10","0.88153","0 out of 10","4 out of 9","4 out of 10","0.35747","10 out of 10","9 out of 9","10 out of 10","0.432","1 out of 10","0 out of 9","1 out of 10"
"450035","ST JOSEPH MEDICAL CENTER","1401 ST. JOSEPH PARKWAY","Houston","TX","77002","HARRIS","0.86314","Not Available","Not Available","Not Available","0.89630","8 out of 10","6 out of 9","8 out of 10","0.88170","0 out of 10","Not Available","0 out of 10","0.71306","0 out of 10","0 out of 9","0 out of 10","0.275","4 out of 10","6 out of 9","6 out of 10"
